#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
9.707	499	9.732	384
9.758	499	9.783	402
9.809	499	9.834	420
9.859	499	9.885	442
9.910	499	9.935	462
9.961	500	9.986	480
10.012	500	10.036	497
10.062	501	10.088	511
10.113	501	10.138	521
10.163	501	10.189	527
10.215	500	10.239	529
10.265	501	10.290	528
10.316	501	10.340	520
10.366	501	10.392	511
10.417	501	10.442	497
10.467	500	10.493	480
10.519	500	10.543	461
10.569	500	10.594	442
10.620	500	10.645	424
10.670	499	10.696	405
10.721	499	10.746	389
10.772	498	10.797	376
10.823	498	10.847	366
10.873	498	10.899	360
10.924	498	10.949	359
10.974	498	11.000	360
11.026	499	11.050	367
11.076	499	11.101	377
11.127	499	11.152	391
11.177	500	11.203	407
11.228	499	11.253	423
11.278	499	11.304	443
11.330	500	11.354	462
11.380	500	11.405	478
11.431	501	11.456	495
11.481	501	11.507	508
11.532	500	11.557	517
11.583	502	11.608	522
11.634	501	11.658	524
11.684	501	11.710	522
11.735	501	11.760	516
11.785	501	11.811	505
11.837	500	11.861	494
11.887	500	11.912	478
11.938	500	11.963	460
11.988	500	12.014	441
12.039	499	12.064	424
12.089	499	12.115	407
12.141	499	12.165	392
12.191	499	12.216	379
12.242	499	12.267	369
12.292	498	12.318	364
12.343	498	12.368	363
12.394	498	12.419	364
12.445	498	12.469	371
12.495	499	12.521	381
12.546	499	12.571	394
12.596	500	12.622	408
12.648	500	12.672	426
12.698	500	12.723	444
12.749	500	12.774	461
12.799	500	12.825	478
12.850	500	12.876	493
12.900	500	12.926	506
12.952	501	12.977	514
13.002	500	13.027	520
13.053	502	13.079	522
13.103	500	13.129	520
13.154	501	13.180	514
13.205	500	13.230	504
13.256	500	13.281	492
13.306	500	13.332	477
13.357	499	13.383	461
13.407	500	13.433	444
13.459	499	13.484	424
13.509	499	13.534	408
13.560	499	13.586	394
13.610	498	13.636	382
13.661	499	13.687	373
13.712	499	13.737	367
13.763	498	13.788	366
13.813	499	13.838	368
13.864	498	13.890	374
13.914	499	13.940	384
13.965	500	13.991	397
14.016	500	14.041	412
14.067	499	14.092	427
14.117	500	14.143	446
14.168	500	14.194	462
14.218	501	14.244	478
14.270	501	14.295	492
14.320	501	14.345	504
14.371	500	14.397	513
14.421	500	14.447	518
14.472	500	14.498	519
14.523	499	14.548	517
14.574	499	14.599	511
14.624	500	14.649	502
14.675	499	14.701	492
14.725	499	14.751	476
14.776	499	14.802	460
14.827	499	14.852	442
14.878	499	14.903	427
14.928	499	14.954	412
14.979	499	15.005	397
15.029	499	15.055	385
15.081	499	15.106	375
15.131	499	15.156	370
15.182	499	15.208	368
15.232	500	15.258	370
15.283	500	15.309	374
15.334	500	15.359	386
15.385	500	15.410	397
15.435	500	15.460	410
15.486	500	15.512	427
15.536	500	15.562	443
15.587	500	15.613	461
15.638	500	15.663	475
15.689	500	15.714	488
15.739	500	15.765	500
15.790	500	15.816	509
15.840	500	15.866	514
15.892	500	15.917	515
15.942	499	15.967	513
15.993	497	16.019	508
16.043	500	16.069	499
16.094	499	16.120	487
16.145	499	16.170	474
16.196	499	16.221	460
16.246	499	16.272	444
16.297	498	16.323	428
16.347	498	16.373	412
16.398	499	16.424	398
16.449	499	16.474	386
16.500	499	16.525	377
16.551	499	16.576	372
16.601	499	16.627	370
16.652	500	16.677	372
16.703	499	16.728	378
16.754	499	16.778	386
16.804	500	16.830	398
16.855	499	16.880	412
16.905	500	16.931	427
16.957	500	16.981	442
17.007	500	17.032	459
17.058	500	17.083	474
17.108	500	17.134	486
17.159	500	17.184	497
17.209	500	17.235	505
17.261	499	17.285	508
17.311	499	17.336	511
17.362	499	17.387	508
17.412	500	17.438	502
17.463	499	17.488	495
17.514	500	17.539	485
17.565	499	17.589	471
17.615	499	17.641	456
17.666	499	17.691	442
17.716	499	17.742	427
17.768	499	17.792	412
17.818	499	17.843	400
17.869	500	17.894	389
17.919	500	17.945	381
17.970	500	17.995	376
18.020	500	18.046	375
18.072	500	18.096	378
18.122	500	18.147	382
18.173	500	18.198	390
18.223	499	18.249	402
18.274	500	18.299	415
18.325	500	18.350	429
18.376	500	18.400	444
18.426	500	18.452	460
18.477	500	18.502	473
18.527	500	18.553	485
18.579	500	18.603	493
18.629	499	18.654	501
18.680	499	18.705	506
18.730	500	18.756	507
18.781	499	18.806	505
18.832	500	18.857	499
18.883	499	18.907	492
18.933	500	18.958	481
18.984	499	19.009	469
19.034	499	19.060	456
19.085	499	19.110	442
19.136	500	19.161	428
19.187	500	19.211	413
19.237	500	19.263	401
19.288	500	19.313	392
19.338	500	19.364	385
19.390	500	19.414	381
19.440	501	19.465	379
19.491	500	19.516	382
19.541	500	19.567	387
19.592	501	19.618	395
19.643	500	19.668	406
19.694	500	19.719	418
19.744	499	19.769	433
19.795	499	19.821	446
19.845	499	19.871	459
19.896	499	19.922	473
19.947	499	19.972	485
19.998	499	20.023	494
20.048	500	20.074	501
20.099	499	20.125	506
20.149	499	20.175	506
20.201	499	20.226	505
20.251	500	20.276	499
20.302	499	20.328	492
20.352	500	20.378	482
20.403	499	20.429	470
20.454	500	20.479	457
20.505	500	20.530	442
20.555	500	20.580	428
20.606	499	20.632	415
20.656	499	20.682	405
20.707	500	20.733	395
20.758	500	20.783	387
20.809	500	20.834	383
20.859	499	20.885	381
20.910	499	20.936	383
20.960	499	20.986	388
21.012	500	21.037	395
21.062	499	21.087	406
21.113	499	21.139	417
21.163	499	21.189	431
21.214	499	21.240	444
21.265	499	21.290	457
21.316	499	21.341	470
21.366	500	21.392	481
21.417	499	21.443	492
21.467	499	21.493	499
21.518	499	21.544	502
21.569	500	21.594	503
21.620	500	21.645	501
21.670	501	21.696	496
21.721	501	21.747	489
21.771	500	21.797	479
21.823	500	21.848	468
21.873	500	21.898	456
21.924	500	21.950	442
21.974	500	22.000	429
22.025	500	22.051	417
22.076	500	22.101	406
22.127	500	22.152	397
22.177	500	22.203	390
22.228	499	22.254	386
22.278	499	22.304	385
22.329	500	22.355	386
22.380	499	22.405	391
22.431	501	22.456	399
22.481	500	22.507	408
22.532	500	22.558	420
22.582	499	22.608	433
22.634	499	22.659	446
22.684	499	22.709	459
22.735	499	22.761	470
22.785	500	22.811	481
22.836	500	22.862	490
22.887	500	22.912	496
22.938	499	22.963	499
22.988	500	23.014	500
23.039	500	23.065	498
23.089	501	23.115	493
23.140	500	23.166	487
23.191	500	23.216	477
23.242	500	23.267	466
23.292	501	23.318	454
23.343	500	23.369	442
23.393	500	23.419	429
23.445	501	23.470	418
23.495	500	23.520	408
23.546	500	23.572	400
23.596	499	23.622	392
23.647	500	23.673	389
23.698	499	23.723	387
23.749	497	23.774	389
23.799	498	23.825	394
23.850	499	23.876	401
23.900	499	23.926	411
23.952	498	23.977	422
24.002	499	24.027	433
24.053	499	24.078	446
24.103	499	24.129	459
24.154	499	24.180	470
24.204	500	24.230	481
24.256	499	24.281	487
24.306	500	24.331	494
24.357	500	24.383	497
24.407	499	24.433	498
24.458	500	24.484	497
24.509	501	24.534	492
24.560	501	24.585	485
24.610	501	24.636	476
24.661	500	24.687	466
24.711	500	24.737	454
24.763	500	24.788	442
24.813	500	24.838	431
24.864	500	24.889	419
24.914	500	24.940	409
24.965	500	24.991	401
25.015	500	25.041	395
25.067	499	25.092	390
25.117	499	25.142	390
25.168	499	25.194	393
25.218	499	25.244	397
25.269	499	25.295	403
25.320	500	25.345	413
25.371	500	25.396	423
25.421	499	25.447	435
25.472	499	25.498	446
25.522	499	25.548	458
25.574	499	25.599	469
25.624	499	25.649	478
25.675	500	25.700	486
25.725	500	25.751	489
25.776	500	25.802	495
25.826	500	25.852	496
25.878	500	25.903	493
25.928	500	25.953	489
25.979	500	26.005	482
26.029	500	26.055	474
26.080	500	26.106	464
26.131	500	26.156	453
26.182	500	26.207	442
26.232	500	26.258	431
26.283	500	26.309	421
26.333	500	26.359	412
26.385	500	26.410	402
26.435	499	26.460	398
26.486	498	26.512	394
26.536	498	26.562	393
26.587	499	26.613	395
26.637	499	26.663	399
26.689	499	26.714	407
26.739	499	26.764	415
26.790	500	26.816	425
26.840	498	26.866	436
26.891	499	26.917	448
26.942	500	26.967	458
26.993	500	27.018	468
27.043	500	27.069	477
27.094	500	27.120	484
27.144	501	27.170	490
27.196	500	27.221	494
27.246	500	27.271	493
27.297	501	27.323	491
27.347	500	27.373	487
27.398	500	27.424	481
27.448	501	27.474	473
27.500	499	27.525	463
27.550	500	27.575	453
27.601	498	27.627	442
27.651	500	27.677	432
27.702	500	27.728	422
27.753	499	27.778	413
27.804	499	27.829	406
27.854	499	27.880	401
27.905	499	27.931	397
27.955	499	27.981	397
28.007	499	28.032	399
28.057	499	28.082	402
28.108	500	28.134	408
28.158	499	28.184	416
28.209	500	28.235	427
28.259	500	28.285	437
28.311	499	28.336	448
28.361	499	28.386	458
28.412	500	28.438	468
28.462	500	28.488	477
28.513	500	28.539	483
28.564	500	28.589	489
28.615	500	28.640	490
28.665	500	28.691	492
28.716	501	28.742	490
28.766	500	28.792	486
28.818	501	28.843	480
28.868	500	28.893	472
28.919	501	28.945	462
28.969	499	28.995	452
29.020	500	29.046	441
29.070	499	29.096	432
29.122	499	29.147	423
29.173	499	29.197	414
29.223	499	29.249	407
29.274	499	29.299	403
29.324	499	29.350	400
29.376	499	29.400	399
29.426	498	29.451	401
29.477	499	29.502	405
29.527	499	29.553	411
29.578	499	29.603	419
29.629	500	29.654	428
29.680	499	29.704	438
29.730	500	29.756	448
29.781	500	29.806	458
29.831	501	29.857	467
29.883	500	29.907	476
29.933	500	29.958	482
29.984	500	30.008	486
30.034	500	30.060	490
30.085	500	30.110	489
30.135	500	30.161	487
30.187	500	30.211	484
30.237	500	30.262	478
30.288	499	30.313	471
30.338	500	30.364	462
30.389	499	30.414	452
30.440	500	30.465	443
30.491	499	30.515	433
30.541	499	30.567	423
30.592	499	30.617	416
30.642	499	30.668	409
30.694	499	30.718	404
30.744	499	30.769	401
30.795	499	30.819	402
30.845	499	30.871	403
30.896	499	30.921	407
30.946	499	30.972	413
30.998	500	31.022	421
31.048	500	31.073	430
31.099	501	31.124	439
31.149	500	31.175	448
31.200	499	31.225	458
31.251	501	31.276	466
31.302	500	31.326	474
31.352	500	31.378	482
31.403	500	31.428	485
31.453	500	31.479	487
31.505	500	31.529	487
31.555	500	31.580	486
31.606	500	31.630	483
31.656	500	31.682	476
31.707	500	31.732	469
31.757	499	31.783	460
31.809	499	31.833	452
31.859	500	31.884	443
31.910	500	31.935	433
31.960	498	31.986	425
32.011	499	32.036	417
32.062	499	32.087	411
32.113	499	32.138	407
32.163	499	32.189	404
32.214	499	32.240	403
32.264	499	32.290	405
32.316	499	32.341	409
32.366	499	32.391	416
32.417	499	32.443	422
32.467	500	32.493	430
32.518	500	32.544	440
32.568	500	32.594	449
32.620	499	32.645	458
32.670	500	32.695	466
32.721	500	32.747	473
32.771	500	32.797	479
32.822	500	32.848	484
32.873	500	32.898	486
32.924	501	32.949	486
32.974	500	33.000	484
33.025	500	33.051	481
33.075	499	33.101	475
33.127	499	33.152	468
33.177	499	33.202	460
33.228	499	33.254	452
33.278	498	33.304	442
33.329	499	33.355	434
33.379	500	33.405	426
33.431	499	33.456	419
33.481	499	33.506	412
33.532	499	33.558	408
33.582	499	33.608	405
33.633	499	33.659	406
33.684	499	33.709	408
33.735	499	33.760	409
33.785	500	33.811	417
33.836	500	33.862	423
33.886	500	33.912	432
33.938	500	33.963	440
33.988	500	34.013	449
34.039	500	34.065	457
34.089	500	34.115	465
34.140	500	34.166	472
34.190	501	34.216	478
34.242	500	34.267	482
34.292	500	34.317	484
34.343	500	34.369	485
34.393	500	34.419	481
34.444	499	34.470	480
34.495	500	34.520	474
34.546	499	34.571	467
34.596	500	34.622	460
34.647	499	34.673	451
34.697	499	34.723	443
34.749	499	34.774	435
34.799	499	34.824	427
34.850	501	34.876	420
34.900	499	34.926	415
34.951	500	34.977	410
35.001	500	35.027	409
35.053	499	35.078	407
35.103	499	35.128	409
35.154	500	35.180	414
35.204	500	35.230	419
35.255	500	35.281	424
35.306	500	35.331	433
35.357	500	35.382	441
35.408	501	35.433	449
35.458	500	35.484	457
35.509	501	35.534	465
35.560	500	35.585	471
35.611	499	35.635	476
35.661	500	35.687	480
35.712	500	35.737	483
35.762	499	35.788	483
35.814	500	35.838	481
35.864	499	35.889	477
35.915	499	35.939	473
35.965	499	35.991	466
36.016	499	36.041	459
36.066	499	36.092	450
36.118	499	36.142	442
36.168	500	36.193	435
36.219	499	36.244	428
36.269	501	36.295	421
36.320	499	36.345	416
36.371	500	36.396	412
36.422	499	36.446	410
36.472	500	36.498	410
36.523	500	36.548	411
36.573	500	36.599	415
36.625	499	36.649	420
36.675	501	36.700	427
36.726	499	36.750	434
36.776	500	36.802	442
36.827	500	36.852	450
36.877	500	36.903	457
36.929	499	36.953	464
36.979	499	37.004	471
37.030	499	37.055	476
37.080	498	37.106	479
37.131	499	37.156	481
37.182	499	37.207	481
37.233	499	37.257	479
37.283	499	37.309	476
37.334	499	37.359	470
37.384	499	37.410	464
37.436	499	37.460	459
37.486	499	37.511	450
37.537	500	37.561	442
37.587	499	37.613	435
37.638	500	37.663	428
37.688	500	37.714	422
37.740	499	37.764	417
37.790	500	37.815	414
37.841	501	37.866	412
37.891	500	37.917	412
37.942	500	37.967	414
37.993	500	38.018	418
38.044	500	38.068	421
38.094	499	38.120	428
38.145	500	38.170	435
38.195	499	38.221	442
38.247	500	38.271	450
38.297	499	38.322	457
38.348	499	38.372	464
38.398	499	38.424	470
38.449	499	38.475	475
38.499	500	38.525	477
38.551	500	38.576	479
38.601	499	38.626	479
38.652	500	38.678	478
38.702	499	38.728	475
38.753	499	38.779	470
38.804	499	38.829	465
38.855	500	38.880	457
38.905	500	38.931	450
38.956	499	38.982	444
39.006	500	39.032	436
39.058	500	39.083	429
39.108	500	39.133	423
39.159	500	39.185	419
39.209	500	39.235	415
39.260	499	39.286	414
39.310	500	39.336	413
39.362	499	39.387	415
39.412	499	39.437	419
39.463	500	39.489	422
39.513	499	39.539	429
39.564	499	39.590	436
39.615	499	39.640	443
39.666	499	39.691	450
39.716	499	39.742	457
39.767	499	39.793	464
39.817	500	39.843	469
39.869	499	39.894	474
39.919	499	39.944	477
39.970	500	39.996	478
40.020	500	40.046	479
40.071	500	40.097	476
40.121	499	40.147	473
40.173	500	40.198	469
40.223	499	40.248	462
40.274	500	40.300	458
40.324	500	40.350	452
40.375	500	40.401	443
40.426	500	40.451	436
40.477	500	40.502	429
40.527	500	40.553	425
40.578	500	40.604	421
40.628	501	40.654	417
40.680	499	40.705	415
40.730	498	40.755	416
40.781	500	40.807	417
40.831	500	40.857	421
40.882	499	40.908	425
40.932	499	40.958	431
40.984	499	41.009	436
41.034	499	41.059	443
41.085	500	41.111	450
41.135	499	41.161	458
41.186	499	41.212	463
41.237	499	41.262	468
41.288	499	41.313	472
41.338	499	41.364	475
41.389	499	41.415	476
41.439	499	41.465	477
41.491	501	41.516	475
41.541	500	41.566	472
41.592	500	41.618	468
41.642	499	41.668	463
41.693	500	41.719	456
41.744	500	41.769	450
41.795	499	41.820	444
41.845	500	41.870	436
41.896	500	41.922	431
41.946	500	41.972	425
41.997	500	42.023	421
42.048	500	42.073	419
42.099	497	42.124	418
42.149	500	42.175	417
42.200	501	42.226	419
42.250	499	42.276	422
42.302	500	42.327	426
42.352	499	42.377	432
42.403	500	42.429	438
42.453	499	42.479	445
42.504	499	42.530	450
42.555	499	42.580	456
42.606	499	42.631	463
42.656	499	42.681	467
42.707	500	42.733	472
42.757	500	42.783	474
42.808	500	42.834	476
42.859	499	42.884	475
42.910	500	42.935	473
42.961	500	42.986	471
43.011	499	43.037	467
43.062	500	43.087	462
43.113	500	43.138	455
43.164	500	43.188	449
43.214	499	43.240	444
43.265	500	43.290	437
43.315	500	43.341	430
43.367	500	43.391	427
43.417	500	43.442	424
43.468	499	43.492	420
43.518	499	43.544	419
43.569	500	43.594	419
43.619	500	43.645	421
43.671	498	43.695	424
43.721	498	43.746	427
43.772	499	43.797	433
43.822	499	43.848	439
43.873	499	43.898	445
43.924	499	43.949	452
43.975	499	43.999	457
44.025	500	44.051	461
44.076	499	44.101	465
44.126	500	44.152	470
44.178	499	44.202	473
44.228	500	44.253	474
44.279	500	44.304	474
44.329	501	44.355	472
44.380	500	44.405	469
44.430	499	44.456	466
44.482	500	44.506	460
44.532	500	44.557	455
44.583	500	44.608	450
44.633	500	44.659	443
44.684	500	44.709	437
44.735	499	44.760	433
44.786	499	44.810	428
44.836	499	44.862	423
44.887	499	44.912	422
44.937	499	44.963	420
44.989	499	45.013	421
45.039	499	45.064	423
45.090	499	45.115	425
45.140	498	45.166	429
45.191	500	45.216	434
45.241	499	45.267	439
45.293	499	45.317	445
45.343	500	45.368	450
45.394	499	45.419	456
45.444	500	45.470	461
45.495	500	45.520	467
45.546	499	45.571	470
45.597	500	45.621	471
45.647	500	45.673	472
45.698	500	45.723	472
45.748	500	45.774	470
45.800	500	45.824	468
45.850	500	45.875	464
45.901	500	45.926	460
45.951	499	45.977	454
46.002	500	46.028	450
46.052	500	46.078	441
46.104	500	46.129	438
46.154	499	46.179	433
46.205	499	46.231	427
46.255	499	46.281	425
46.306	499	46.332	423
46.357	500	46.382	421
46.408	499	46.433	422
46.458	499	46.484	424
46.509	499	46.535	427
46.559	499	46.585	430
46.611	500	46.636	435
46.661	499	46.686	440
46.712	500	46.738	445
46.762	500	46.788	452
46.813	499	46.839	456
46.864	500	46.889	461
46.915	500	46.940	465
46.965	500	46.990	468
47.016	500	47.042	470
47.066	500	47.092	471
47.117	501	47.143	471
47.168	500	47.193	469
47.219	501	47.244	467
47.269	500	47.295	463
47.320	501	47.346	458
47.370	501	47.396	454
47.422	499	47.447	448
47.472	500	47.497	443
47.523	499	47.549	437
47.573	499	47.599	433
47.624	500	47.650	431
47.675	499	47.700	426
47.726	499	47.751	424
47.776	499	47.801	423
47.827	499	47.853	424
47.877	499	47.903	426
47.928	499	47.954	429
47.979	499	48.004	432
48.030	500	48.055	436
48.080	499	48.106	441
48.131	500	48.157	446
48.181	499	48.207	451
48.233	500	48.258	456
48.283	499	48.308	460
48.334	500	48.360	465
48.384	500	48.410	468
48.435	500	48.461	469
48.486	500	48.511	469
48.537	500	48.562	469
48.587	500	48.612	468
48.638	499	48.664	465
48.688	500	48.714	462
48.739	500	48.765	458
48.790	501	48.815	453
48.841	500	48.866	448
48.891	499	48.917	443
48.942	499	48.968	438
48.992	499	49.018	433
49.044	499	49.069	431
49.094	499	49.119	427
49.145	499	49.171	426
49.195	499	49.221	425
49.246	500	49.272	425
49.297	499	49.322	427
49.348	499	49.373	429
49.398	499	49.424	433
49.449	499	49.475	437
49.499	498	49.525	442
49.550	500	49.576	447
49.601	501	49.626	452
49.652	499	49.677	456
49.703	500	49.728	460
49.753	500	49.779	464
49.804	500	49.829	467
49.855	500	49.880	466
49.906	500	49.930	469
49.956	499	49.982	466
50.007	499	50.032	466
50.057	499	50.083	464
50.109	500	50.133	461
50.159	500	50.184	457
50.210	499	50.235	452
50.260	499	50.286	448
50.311	499	50.336	443
50.361	500	50.387	439
50.413	499	50.437	434
50.463	499	50.488	432
50.514	499	50.539	430
50.564	499	50.590	427
50.615	499	50.640	425
50.666	499	50.691	429
50.717	500	50.741	427
50.767	500	50.793	431
50.818	500	50.843	434
50.868	501	50.894	438
50.920	499	50.944	442
50.970	500	50.995	447
51.021	501	51.046	451
51.071	499	51.097	456
51.122	500	51.147	460
51.172	499	51.198	463
51.224	500	51.248	465
51.274	499	51.299	465
51.325	500	51.350	467
51.375	499	51.401	467
51.426	499	51.451	465
51.477	500	51.502	461
51.528	499	51.552	459
51.578	499	51.604	456
51.629	500	51.654	452
51.679	500	51.705	448
51.731	500	51.755	443
51.781	498	51.806	439
51.832	499	51.857	435
51.882	499	51.908	432
51.933	499	51.958	430
51.984	499	52.009	430
52.035	499	52.059	428
52.085	499	52.110	428
52.136	500	52.161	430
52.186	500	52.212	432
52.237	500	52.262	435
52.288	500	52.313	439
52.339	500	52.363	443
52.389	500	52.415	447
52.440	500	52.465	451
52.490	502	52.516	455
52.542	500	52.566	459
52.592	500	52.617	463
52.643	500	52.668	464
52.693	500	52.719	465
52.744	500	52.770	465
52.795	499	52.820	466
52.846	499	52.871	463
52.896	499	52.921	462
52.947	499	52.973	459
52.997	499	53.023	455
53.048	499	53.074	451
53.099	498	53.124	447
53.150	501	53.175	443
53.200	499	53.226	439
53.251	499	53.277	436
53.301	499	53.327	433
53.353	499	53.378	431
53.403	500	53.428	429
53.454	500	53.480	430
53.504	500	53.530	430
53.555	500	53.581	431
53.606	500	53.631	434
53.657	500	53.682	437
53.707	501	53.732	440
53.758	499	53.784	444
53.808	500	53.834	448
53.859	500	53.885	452
53.910	500	53.935	455
53.961	499	53.986	458
54.011	500	54.037	461
54.062	500	54.088	464
54.112	500	54.138	464
54.164	499	54.189	464
54.214	500	54.239	463
54.265	499	54.291	463
54.315	499	54.341	460
54.366	499	54.392	456
54.417	499	54.442	454
54.468	499	54.493	451
54.518	499	54.544	446
54.569	499	54.595	442
54.619	497	54.645	440
54.670	500	54.696	436
54.721	500	54.746	434
54.772	499	54.797	432
54.822	500	54.848	431
54.873	500	54.899	430
54.923	500	54.949	431
54.975	500	55.000	433
55.025	500	55.050	435
55.076	500	55.102	437
55.126	500	55.152	440
55.177	500	55.203	445
55.228	499	55.253	448
55.279	500	55.304	451
55.329	498	55.355	455
55.380	499	55.406	459
55.430	499	55.456	460
55.481	499	55.507	462
55.532	499	55.557	464
55.583	500	55.608	463
55.633	499	55.659	462
55.684	499	55.710	459
55.734	499	55.760	459
55.786	499	55.811	456
55.836	498	55.861	453
55.887	499	55.913	450
55.937	499	55.963	447
55.988	499	56.014	443
56.039	500	56.064	440
56.090	500	56.115	437
56.140	501	56.166	434
56.191	499	56.217	433
56.241	499	56.267	431
56.292	500	56.318	432
56.343	500	56.368	433
56.394	500	56.419	433
56.444	500	56.470	436
56.495	500	56.521	439
56.545	499	56.571	443
56.597	499	56.622	445
56.647	500	56.672	448
56.698	499	56.724	451
56.748	499	56.774	455
56.799	501	56.825	457
56.850	498	56.875	460
56.901	500	56.926	461
56.951	500	56.977	461
57.002	499	57.028	463
57.052	499	57.078	461
57.104	499	57.129	460
57.154	499	57.179	458
57.205	499	57.230	457
57.255	500	57.281	453
57.306	499	57.332	452
57.356	499	57.382	446
57.408	500	57.433	443
57.458	500	57.483	441
57.509	499	57.535	437
57.559	499	57.585	435
57.610	499	57.636	433
57.661	500	57.686	433
57.712	500	57.737	433
57.762	500	57.788	433
57.813	500	57.839	434
57.863	499	57.889	437
57.915	499	57.940	440
57.965	499	57.990	442
58.016	499	58.041	446
58.066	499	58.092	449
58.117	499	58.143	452
58.167	499	58.193	454
58.219	500	58.244	457
58.269	499	58.294	459
58.320	500	58.346	460
58.370	500	58.396	461
58.421	500	58.447	462
