#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.509	414	57.534	430
57.560	428	57.585	445
57.610	446	57.635	463
57.661	465	57.687	480
57.711	484	57.737	498
57.762	502	57.788	514
57.813	522	57.838	528
57.864	536	57.889	540
57.914	548	57.940	549
57.965	556	57.991	552
58.015	561	58.041	554
58.067	560	58.092	551
58.117	556	58.142	544
58.168	547	58.194	534
58.218	535	58.244	521
58.269	519	58.295	505
58.320	501	58.345	488
58.371	482	58.396	471
58.421	462	58.446	454
58.472	444	58.498	438
58.522	427	58.548	424
58.573	412	58.599	412
58.624	401	58.649	403
58.675	394	58.700	399
58.725	391	58.751	399
58.776	391	58.802	401
58.826	396	58.852	407
58.878	404	58.903	419
58.928	416	58.953	432
58.979	432	59.005	447
59.029	448	59.055	463
59.080	466	59.106	481
59.131	486	59.156	498
59.182	505	59.207	514
59.232	522	59.258	528
59.283	537	59.309	539
59.333	549	59.359	547
59.384	556	59.410	551
59.435	560	59.460	552
59.486	558	59.511	549
59.536	554	59.562	542
59.587	544	59.613	531
59.637	532	59.663	519
59.689	515	59.714	501
59.739	498	59.764	487
59.790	479	59.816	470
59.840	459	59.866	454
59.891	441	59.917	438
59.942	426	59.967	424
59.993	412	60.018	413
60.043	401	60.069	404
60.094	395	60.120	400
60.144	392	60.170	400
60.195	393	60.221	403
60.246	398	60.271	410
60.297	407	60.322	420
60.347	419	60.373	433
60.398	434	60.424	448
60.448	451	60.474	465
60.500	470	60.525	482
60.550	489	60.575	498
60.601	506	60.627	514
60.651	524	60.677	528
60.702	537	60.728	539
60.753	549	60.778	546
60.804	556	60.829	550
60.854	559	60.880	551
60.905	557	60.931	547
60.955	551	60.981	540
61.006	542	61.032	530
61.057	529	61.082	518
61.108	513	61.133	503
61.158	495	61.184	488
61.209	477	61.235	470
61.259	459	61.285	453
61.311	441	61.336	438
61.361	425	61.386	424
61.412	412	61.438	413
61.462	401	61.488	406
61.513	395	61.539	401
61.564	392	61.589	401
61.615	394	61.640	405
61.665	400	61.691	412
61.716	410	61.742	421
61.766	422	61.792	434
61.818	437	61.843	449
61.868	454	61.893	466
61.919	472	61.944	483
61.969	492	61.995	499
62.020	509	62.046	514
62.070	525	62.096	527
62.122	538	62.147	537
62.172	549	62.197	545
62.223	555	62.249	549
62.273	557	62.299	549
62.324	553	62.350	546
62.375	549	62.400	539
62.426	539	62.451	528
62.476	526	62.502	516
62.527	510	62.553	501
62.577	492	62.603	485
62.629	474	62.654	469
62.679	456	62.704	452
62.730	439	62.755	439
62.780	424	62.806	425
62.831	412	62.857	414
62.881	403	62.907	407
62.933	397	62.958	403
62.983	395	63.008	403
63.034	397	63.060	407
63.084	403	63.110	414
63.135	413	63.161	423
63.186	426	63.211	437
63.237	440	63.262	451
63.287	457	63.313	467
63.338	475	63.364	483
63.388	493	63.414	499
63.440	510	63.465	514
63.490	525	63.515	527
63.541	538	63.566	537
63.591	548	63.617	544
63.642	553	63.668	548
63.692	555	63.718	548
63.744	551	63.769	545
63.794	545	63.819	538
63.845	535	63.871	528
63.895	523	63.921	516
63.946	506	63.972	501
63.997	489	64.022	485
64.048	472	64.073	468
64.098	454	64.124	453
64.149	438	64.175	438
64.199	423	64.225	424
64.251	412	64.276	414
64.301	402	64.326	407
64.352	398	64.378	404
64.402	397	64.428	404
64.453	400	64.479	408
64.503	405	64.529	415
64.555	416	64.580	425
64.605	428	64.630	438
64.656	443	64.682	452
64.706	460	64.732	468
64.757	478	64.783	484
64.808	495	64.833	500
64.859	512	64.884	516
64.909	527	64.935	527
64.960	538	64.986	537
65.010	547	65.036	544
65.062	552	65.087	548
65.112	553	65.137	547
65.163	550	65.189	543
65.213	543	65.239	536
65.264	533	65.290	526
65.314	519	65.340	514
65.366	503	65.391	499
65.416	486	65.441	484
65.467	469	65.493	467
65.517	452	65.543	451
65.568	437	65.594	438
65.619	423	65.644	425
65.670	412	65.695	416
65.720	404	65.746	409
65.771	400	65.797	405
65.821	399	65.847	406
65.873	402	65.898	409
65.923	409	65.948	416
65.974	418	66.000	426
66.024	432	66.050	439
66.075	446	66.101	454
66.125	462	66.151	469
66.177	480	66.202	485
66.227	496	66.252	501
66.278	513	66.304	515
66.328	527	66.354	528
66.379	538	66.405	537
66.431	546	66.455	543
66.481	550	66.506	547
66.532	551	66.557	546
66.582	547	66.608	541
66.633	540	66.658	535
66.684	530	66.709	525
66.735	517	66.759	512
66.785	500	66.811	498
66.836	484	66.861	482
66.886	467	66.912	467
66.938	451	66.962	451
66.988	436	67.013	436
67.039	423	67.063	426
67.089	413	67.115	415
67.140	405	67.165	409
67.190	401	67.216	406
67.242	401	67.266	406
67.292	404	67.317	409
67.343	412	67.368	418
67.393	422	67.419	428
67.444	434	67.469	441
67.495	449	67.520	455
67.546	466	67.570	471
67.596	482	67.622	487
67.647	499	67.672	502
67.697	513	67.723	515
67.749	526	67.773	528
67.799	537	67.824	537
67.850	544	67.874	543
67.900	548	67.926	545
67.951	548	67.976	545
68.001	544	68.027	541
68.053	537	68.077	534
68.103	527	68.128	524
68.154	514	68.179	511
68.204	498	68.230	496
68.255	482	68.280	481
68.306	465	68.331	465
68.357	451	68.381	450
68.407	436	68.433	436
68.458	423	68.483	425
68.508	413	68.534	415
68.560	406	68.584	408
68.610	403	68.635	407
68.661	403	68.685	407
68.711	407	68.737	412
68.762	414	68.787	420
68.812	425	68.838	430
68.864	437	68.888	443
68.914	452	68.939	457
68.965	466	68.990	472
69.015	483	69.041	488
69.066	500	69.091	503
69.117	515	69.142	517
69.168	526	69.192	529
69.218	536	69.244	537
69.269	543	69.294	542
69.319	546	69.345	545
69.371	546	69.395	544
69.421	542	69.446	540
69.472	534	69.496	532
69.522	524	69.548	521
69.573	511	69.599	509
69.623	496	69.649	495
69.675	480	69.700	480
69.725	464	69.750	464
69.776	449	69.802	449
69.826	435	69.852	436
69.877	423	69.903	424
69.928	414	69.953	415
69.979	408	70.004	409
70.029	405	70.055	407
70.080	406	70.106	407
70.130	410	70.156	413
70.182	417	70.207	421
70.232	428	70.257	432
70.283	440	70.309	444
70.333	454	70.359	459
70.384	469	70.410	474
70.434	485	70.460	489
70.486	500	70.511	503
70.536	513	70.561	517
70.587	525	70.613	528
70.637	534	70.663	537
70.688	542	70.714	543
70.739	544	70.764	545
70.790	543	70.815	543
70.840	539	70.866	540
70.891	532	70.917	531
70.941	521	70.967	520
70.993	508	71.018	508
71.043	494	71.068	493
71.094	479	71.120	478
71.144	463	71.170	462
71.195	448	71.221	448
71.245	435	71.271	435
71.297	425	71.322	424
71.347	416	71.372	415
71.398	410	71.424	410
71.448	407	71.474	408
71.499	408	71.525	409
71.550	413	71.575	413
71.601	420	71.626	422
71.651	430	71.677	434
71.702	442	71.728	446
71.752	456	71.778	461
71.804	471	71.829	475
71.854	485	71.879	491
71.905	500	71.931	505
71.955	514	71.981	518
72.006	525	72.032	529
72.056	533	72.082	537
72.108	537	72.133	542
72.158	541	72.183	544
72.209	541	72.235	542
72.259	537	72.285	537
72.310	529	72.336	529
72.361	518	72.386	518
72.412	506	72.437	507
72.462	492	72.488	492
72.513	477	72.539	477
72.563	462	72.589	461
72.615	448	72.640	447
72.665	436	72.690	434
72.716	425	72.742	423
72.766	417	72.792	415
72.817	412	72.843	410
72.867	409	72.893	409
72.919	411	72.944	411
72.969	415	72.994	416
73.020	422	73.046	424
73.070	431	73.096	435
73.121	444	73.147	448
73.172	458	73.197	463
73.223	472	73.248	478
73.274	486	73.299	492
73.324	500	73.350	507
73.375	513	73.400	519
73.426	524	73.451	530
73.477	532	73.501	537
73.527	538	73.553	542
73.578	540	73.603	543
73.628	539	73.654	541
73.680	534	73.704	536
73.730	526	73.755	528
73.781	516	73.805	516
73.831	504	73.857	504
73.882	490	73.907	489
73.932	475	73.958	475
73.984	461	74.008	459
74.034	448	74.059	444
74.085	436	74.110	433
74.135	426	74.161	422
74.186	417	74.211	415
74.237	413	74.262	411
74.288	411	74.312	410
74.338	412	74.364	412
74.389	418	74.414	417
74.439	425	74.465	425
74.491	435	74.515	437
74.541	446	74.566	450
74.592	459	74.616	464
74.642	473	74.668	479
74.693	487	74.718	494
74.743	501	74.769	508
74.795	514	74.819	520
74.845	523	74.870	530
74.896	531	74.921	537
74.946	535	74.972	540
74.997	537	75.022	542
75.048	537	75.073	540
75.099	532	75.123	534
75.149	524	75.175	526
75.200	514	75.225	514
75.250	502	75.276	502
75.302	488	75.326	488
75.352	474	75.377	473
75.403	461	75.427	458
75.453	448	75.479	444
75.504	436	75.529	431
75.554	426	75.580	422
75.606	419	75.630	415
75.656	415	75.681	411
75.707	414	75.732	411
75.757	415	75.783	413
75.808	419	75.833	420
75.859	427	75.884	428
75.910	436	75.934	440
75.960	448	75.986	452
76.011	461	76.036	468
76.061	474	76.087	481
76.113	487	76.137	495
76.163	501	76.188	509
76.214	512	76.238	521
76.264	522	76.290	531
76.315	530	76.341	537
76.365	534	76.391	541
76.417	536	76.442	541
76.467	534	76.492	538
76.518	530	76.544	532
76.568	522	76.594	524
76.619	512	76.645	513
76.670	500	76.695	500
76.721	488	76.746	486
76.771	473	76.797	471
76.822	461	76.848	457
76.872	448	76.898	443
76.924	437	76.949	432
76.974	427	76.999	421
77.025	421	77.051	415
77.075	417	77.101	413
77.126	415	77.152	411
77.176	418	77.202	416
77.228	422	77.253	421
77.278	429	77.303	430
77.329	438	77.355	442
77.379	449	77.405	455
77.430	462	77.456	468
77.481	474	77.506	483
77.532	487	77.557	497
77.582	501	77.608	511
77.633	511	77.659	522
77.683	521	77.709	530
77.735	528	77.760	537
77.785	533	77.810	539
77.836	534	77.862	541
77.886	532	77.912	537
77.937	528	77.963	530
77.987	520	78.013	521
78.039	511	78.064	510
78.089	500	78.114	498
78.140	487	78.166	483
78.190	473	78.216	469
78.241	461	78.267	455
78.292	448	78.317	442
78.343	438	78.368	431
78.393	429	78.419	423
78.444	422	78.470	415
78.494	418	78.520	413
78.546	417	78.571	414
78.596	419	78.621	419
78.647	423	78.673	425
78.697	431	78.723	433
78.748	439	78.774	444
78.798	450	78.824	457
78.850	463	78.875	471
78.900	476	78.925	485
78.951	489	78.977	499
79.001	500	79.027	512
79.052	514	79.078	523
79.103	521	79.128	531
79.154	527	79.179	536
79.204	531	79.230	539
79.255	532	79.281	538
79.305	530	79.331	536
79.357	526	79.382	528
79.407	519	79.432	519
79.458	509	79.484	507
79.508	498	79.534	495
79.559	486	79.585	481
79.610	473	79.635	467
79.661	459	79.686	454
79.711	449	79.736	440
79.762	438	79.788	430
79.812	430	79.838	423
79.863	423	79.889	417
79.914	420	79.939	415
79.965	419	79.990	415
80.015	421	80.041	419
80.066	425	80.092	426
80.116	432	80.142	435
80.168	442	80.193	447
80.218	452	80.243	460
80.269	464	80.295	474
80.319	476	80.345	488
80.370	489	80.396	501
80.421	501	80.446	514
80.472	512	80.497	523
80.522	521	80.547	531
80.573	526	80.599	536
80.623	530	80.649	538
80.674	531	80.700	537
80.725	529	80.750	533
80.776	524	80.801	527
80.827	517	80.852	518
80.877	508	80.903	505
80.928	496	80.953	491
80.979	484	81.004	479
81.030	472	81.054	465
81.080	460	81.106	452
81.131	450	81.156	441
81.181	439	81.207	430
81.233	429	81.257	423
81.283	424	81.308	418
81.334	421	81.358	417
81.384	421	81.410	417
81.435	422	81.460	421
81.485	427	81.511	430
81.537	434	81.561	438
81.587	443	81.612	450
81.638	453	81.663	463
81.688	465	81.714	476
81.739	477	81.764	489
81.790	489	81.815	502
81.841	500	81.865	513
81.891	511	81.917	523
81.942	519	81.967	530
81.992	526	82.018	535
82.044	529	82.068	536
82.094	529	82.119	535
82.145	527	82.170	530
82.195	523	82.221	523
82.246	516	82.271	514
82.296	506	82.322	502
82.348	496	82.372	491
82.398	484	82.423	477
82.449	472	82.474	464
82.499	460	82.525	451
82.550	449	82.575	440
82.601	439	82.626	430
82.652	431	82.676	423
82.702	425	82.728	419
82.753	423	82.778	418
82.803	422	82.829	419
82.855	423	82.879	424
82.905	429	82.930	431
82.956	436	82.981	441
83.006	444	83.032	452
83.057	454	83.082	465
83.107	466	83.133	478
83.159	478	83.183	491
83.209	490	83.234	504
83.260	501	83.285	515
83.310	512	83.336	524
83.361	519	83.386	530
83.412	525	83.437	534
83.463	528	83.487	535
83.513	529	83.539	533
83.564	526	83.589	528
83.614	522	83.640	521
83.666	514	83.690	512
83.716	505	83.741	500
83.767	495	83.792	487
83.817	483	83.843	476
83.868	471	83.894	462
83.918	460	83.944	450
83.970	449	83.995	440
84.020	439	84.045	431
84.071	432	84.097	424
84.121	426	84.147	420
84.172	423	84.198	419
84.223	422	84.248	421
84.274	425	84.299	426
84.324	429	84.350	434
84.375	437	84.401	443
84.425	445	84.451	454
84.477	456	84.502	467
84.527	467	84.552	478
84.578	479	84.604	492
84.628	490	84.654	504
84.679	501	84.705	514
84.730	510	84.755	523
84.781	518	84.806	529
84.831	524	84.856	533
84.882	528	84.908	533
84.932	528	84.958	531
84.983	526	85.009	526
85.034	521	85.059	518
85.085	515	85.110	509
85.135	504	85.161	498
85.186	493	85.212	486
85.236	482	85.262	473
85.288	470	85.313	460
85.338	459	85.363	450
85.389	449	85.415	439
85.439	439	85.465	431
85.490	432	85.516	424
85.541	426	85.566	422
85.592	424	85.617	421
85.642	424	85.667	424
85.693	426	85.719	428
85.743	430	85.769	436
85.794	437	85.820	446
85.845	448	85.870	457
85.896	457	85.921	470
85.946	468	85.972	482
85.997	480	86.023	494
86.047	491	86.073	505
86.099	502	86.124	514
86.149	511	86.174	523
86.200	519	86.226	529
86.250	524	86.276	530
86.301	527	86.327	532
86.352	527	86.377	529
86.403	524	86.428	524
86.453	519	86.478	516
86.504	513	86.530	506
86.554	503	86.580	496
86.605	492	86.631	484
86.656	481	86.681	472
86.707	469	86.732	460
86.757	458	86.783	449
86.808	448	86.834	440
86.858	439	86.884	433
86.910	432	86.935	427
86.960	427	86.985	423
87.011	425	87.037	425
87.061	424	87.087	427
87.112	426	87.138	432
87.163	432	87.188	439
87.214	439	87.239	449
87.264	448	87.290	459
87.315	457	87.341	471
87.365	469	87.391	483
87.416	479	87.442	495
87.467	492	87.492	505
87.518	502	87.543	515
87.569	511	87.594	522
87.619	518	87.645	527
87.670	524	87.695	530
87.721	526	87.746	528
87.772	526	87.796	527
87.822	523	87.848	520
87.873	518	87.898	514
87.923	511	87.949	504
87.975	502	87.999	494
88.025	490	88.050	482
88.076	480	88.101	471
88.126	468	88.152	459
88.177	458	88.202	449
88.227	448	88.253	440
88.279	439	88.303	432
88.329	432	88.354	427
88.380	428	88.405	426
88.430	425	88.456	426
88.481	425	88.506	429
88.532	428	88.557	434
88.583	433	88.607	441
88.633	441	88.659	450
88.684	449	88.709	461
88.734	460	88.760	472
88.786	470	88.810	484
88.836	481	88.861	496
88.887	493	88.912	506
88.937	503	88.963	514
88.988	511	89.013	521
89.038	519	89.064	526
