#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
11.380	568	11.406	478
11.431	546	11.456	503
11.482	524	11.507	529
11.532	498	11.558	557
11.583	475	11.609	584
11.633	450	11.659	608
11.685	428	11.710	630
11.735	410	11.760	646
11.786	396	11.812	656
11.836	386	11.862	661
11.887	383	11.913	660
11.938	385	11.963	653
11.989	394	12.014	640
12.039	406	12.064	621
12.090	423	12.116	599
12.140	446	12.166	573
12.191	470	12.217	546
12.242	495	12.267	519
12.293	518	12.318	493
12.343	541	12.369	469
12.394	561	12.420	451
12.444	576	12.470	436
12.496	588	12.521	427
12.546	594	12.571	425
12.597	594	12.623	431
12.647	588	12.673	441
12.698	576	12.724	457
12.749	562	12.774	479
12.800	543	12.825	503
12.850	520	12.875	530
12.901	495	12.927	557
12.951	471	12.977	584
13.002	448	13.028	608
13.053	426	13.078	629
13.104	409	13.129	644
13.154	396	13.180	656
13.205	388	13.231	662
13.255	385	13.281	659
13.307	388	13.332	651
13.357	398	13.382	639
13.408	411	13.434	620
13.458	429	13.484	598
13.509	450	13.535	573
13.560	474	13.585	546
13.611	498	13.636	519
13.661	521	13.686	493
13.712	544	13.738	470
13.762	562	13.788	451
13.813	577	13.839	436
13.864	587	13.889	430
13.915	592	13.940	426
13.965	591	13.991	432
14.016	585	14.042	442
14.066	573	14.092	459
14.118	556	14.143	480
14.168	537	14.193	503
14.219	516	14.245	530
14.269	491	14.295	557
14.320	467	14.346	583
14.371	444	14.396	607
14.422	423	14.447	627
14.472	408	14.498	643
14.523	396	14.549	654
14.573	389	14.599	658
14.624	387	14.650	658
14.675	391	14.700	651
14.726	401	14.751	638
14.777	415	14.802	620
14.827	432	14.853	597
14.878	455	14.903	573
14.929	478	14.954	546
14.980	501	15.004	519
15.030	525	15.056	494
15.081	547	15.106	471
15.131	563	15.157	453
15.183	578	15.207	438
15.233	587	15.258	431
15.284	590	15.309	429
15.334	589	15.360	433
15.385	581	15.410	444
15.435	569	15.461	460
15.487	552	15.511	480
15.537	532	15.562	504
15.588	510	15.613	530
15.638	486	15.664	557
15.689	463	15.714	582
15.740	441	15.765	606
15.791	422	15.815	626
15.841	407	15.867	642
15.892	396	15.917	651
15.942	389	15.968	658
15.994	389	16.018	656
16.044	394	16.069	649
16.095	404	16.120	636
16.145	419	16.171	619
16.196	438	16.221	597
16.246	459	16.272	572
16.298	481	16.322	546
16.348	504	16.373	520
16.399	528	16.424	495
16.449	549	16.475	473
16.500	565	16.525	455
16.551	578	16.576	442
16.602	587	16.626	433
16.652	589	16.678	431
16.703	587	16.728	435
16.753	578	16.779	445
16.805	566	16.829	461
16.855	549	16.880	482
16.906	527	16.931	505
16.956	506	16.982	530
17.007	482	17.032	556
17.058	458	17.083	581
17.109	438	17.133	604
17.159	419	17.184	624
17.210	405	17.235	640
17.260	396	17.286	651
17.311	390	17.336	655
17.362	390	17.387	654
17.413	396	17.437	647
17.463	406	17.489	634
17.514	422	17.539	617
17.564	441	17.590	595
17.616	463	17.640	571
17.666	486	17.691	546
17.717	509	17.742	520
17.767	531	17.793	495
17.818	551	17.844	474
17.869	567	17.894	456
17.920	580	17.945	443
17.970	587	17.995	437
18.021	589	18.047	435
18.071	585	18.097	438
18.122	576	18.148	447
18.173	563	18.198	464
18.224	545	18.249	483
18.274	524	18.300	505
18.325	502	18.351	530
18.375	479	18.401	556
18.427	455	18.452	581
18.477	435	18.502	603
18.528	417	18.554	623
18.578	403	18.604	637
18.629	394	18.655	648
18.680	390	18.705	653
18.731	391	18.756	652
18.781	397	18.806	644
18.832	408	18.858	632
18.882	425	18.908	615
18.933	445	18.959	595
18.984	467	19.009	571
19.035	487	19.060	546
19.085	513	19.111	521
19.136	536	19.162	497
19.186	554	19.212	476
19.238	570	19.263	458
19.288	581	19.313	445
19.339	587	19.365	438
19.389	588	19.415	437
19.440	584	19.466	440
19.491	574	19.516	450
19.542	560	19.567	465
19.592	541	19.618	485
19.643	521	19.669	507
19.693	499	19.719	532
19.744	475	19.770	556
19.795	453	19.820	580
19.846	432	19.871	602
19.896	415	19.922	620
19.947	401	19.973	636
19.997	393	20.023	645
20.049	389	20.074	649
20.099	392	20.124	647
20.150	399	20.176	641
20.200	410	20.226	629
20.251	428	20.277	612
20.302	447	20.327	592
20.353	469	20.378	569
20.403	493	20.429	545
20.454	514	20.480	521
20.504	537	20.530	498
20.555	556	20.581	478
20.606	572	20.631	461
20.657	582	20.682	448
20.707	588	20.733	441
20.758	588	20.784	440
20.808	583	20.834	445
20.860	573	20.885	454
20.910	559	20.935	468
20.961	540	20.987	487
21.011	518	21.037	508
21.062	495	21.088	532
21.113	472	21.138	555
21.164	450	21.189	579
21.214	429	21.240	601
21.265	413	21.291	619
21.315	400	21.341	633
21.366	393	21.392	642
21.417	389	21.442	648
21.468	392	21.493	645
21.518	400	21.544	636
21.569	412	21.595	626
21.619	429	21.645	610
21.671	448	21.696	590
21.721	473	21.746	569
21.772	495	21.798	544
21.822	518	21.848	521
21.873	540	21.899	499
21.924	558	21.949	479
21.975	575	22.000	463
22.025	584	22.051	451
22.076	589	22.102	444
22.126	589	22.152	443
22.178	583	22.203	447
22.228	572	22.253	456
22.279	556	22.304	471
22.329	538	22.355	490
22.380	517	22.406	511
22.430	494	22.456	534
22.482	469	22.507	557
22.532	449	22.557	579
22.583	427	22.609	600
22.633	410	22.659	617
22.684	398	22.710	630
22.735	391	22.760	639
22.786	388	22.811	642
22.836	391	22.862	640
22.887	400	22.913	635
22.937	413	22.963	622
22.989	431	23.014	607
23.039	451	23.064	588
23.090	474	23.115	566
23.140	498	23.166	543
23.191	521	23.217	520
23.241	542	23.267	499
23.293	560	23.318	480
23.343	575	23.368	465
23.394	585	23.420	454
23.444	589	23.470	448
23.495	589	23.521	447
23.546	583	23.571	451
23.597	571	23.622	461
23.647	556	23.673	474
23.698	536	23.724	493
23.748	515	23.774	514
23.800	492	23.825	535
23.850	468	23.875	557
23.901	446	23.926	579
23.951	425	23.977	599
24.002	409	24.028	616
24.052	397	24.078	627
24.104	390	24.129	636
24.154	388	24.179	640
24.205	391	24.231	637
24.255	400	24.281	630
24.306	414	24.332	618
24.357	432	24.382	603
24.408	452	24.433	584
24.458	475	24.484	564
24.509	498	24.535	542
24.559	522	24.585	520
24.611	542	24.636	499
24.661	561	24.686	481
24.712	576	24.738	467
24.762	586	24.788	457
24.813	590	24.839	451
24.863	589	24.889	450
24.915	583	24.940	456
24.965	571	24.990	464
25.016	555	25.042	479
25.066	535	25.092	495
25.117	513	25.143	516
25.168	490	25.193	538
25.219	466	25.244	559
25.269	444	25.295	580
25.320	424	25.346	598
25.370	407	25.396	613
25.422	396	25.447	625
25.472	389	25.497	633
25.523	388	25.549	637
25.573	392	25.599	634
25.624	401	25.650	626
25.674	415	25.700	616
25.726	432	25.751	600
25.776	454	25.801	581
25.827	476	25.853	560
25.877	502	25.903	540
25.928	524	25.954	519
25.979	545	26.004	500
26.030	563	26.055	483
26.080	578	26.106	468
26.131	586	26.157	460
26.181	591	26.207	455
26.233	589	26.258	455
26.283	582	26.308	458
26.334	570	26.360	468
26.384	554	26.410	482
26.435	534	26.461	499
26.485	512	26.511	519
26.537	489	26.562	539
26.587	467	26.612	560
26.638	444	26.664	580
26.688	422	26.714	598
26.739	407	26.765	613
26.791	394	26.815	624
26.841	388	26.866	630
26.892	387	26.917	632
26.942	391	26.968	630
26.993	401	27.018	623
27.044	415	27.069	611
27.095	434	27.119	595
27.145	455	27.171	578
27.196	478	27.221	559
27.246	502	27.272	537
27.298	524	27.322	517
27.348	545	27.373	499
27.399	564	27.423	483
27.449	577	27.475	470
27.500	587	27.525	461
27.550	591	27.576	457
27.602	589	27.626	458
27.652	582	27.677	464
27.703	570	27.728	473
27.753	554	27.779	486
27.804	534	27.829	503
27.855	511	27.880	522
27.906	487	27.930	542
27.956	464	27.982	562
28.007	441	28.032	581
28.057	424	28.083	598
28.109	405	28.133	612
28.159	395	28.184	622
28.210	388	28.234	628
28.260	387	28.286	629
28.311	392	28.336	627
28.361	402	28.387	618
28.413	416	28.437	608
28.463	434	28.488	592
28.514	455	28.539	574
28.564	478	28.590	555
28.615	502	28.640	535
28.666	525	28.691	516
28.717	545	28.741	498
28.767	564	28.793	483
28.818	577	28.843	471
28.868	587	28.894	463
28.920	591	28.944	460
28.970	589	28.995	460
29.021	582	29.045	467
29.071	569	29.097	477
29.122	553	29.147	492
29.172	533	29.198	506
29.224	511	29.248	526
29.274	488	29.299	545
29.325	464	29.350	564
29.375	441	29.401	583
29.426	422	29.451	599
29.477	405	29.502	611
29.528	395	29.552	621
29.578	389	29.604	626
29.629	388	29.654	626
29.679	392	29.705	623
29.731	402	29.755	615
29.781	416	29.806	603
29.832	435	29.856	588
29.882	456	29.908	570
29.933	479	29.959	551
29.983	502	30.009	532
30.035	524	30.060	514
30.085	546	30.110	497
30.136	563	30.162	483
30.186	577	30.212	471
30.237	586	30.263	465
30.288	589	30.313	461
30.339	588	30.364	463
30.389	581	30.415	470
30.440	569	30.466	480
30.490	552	30.516	494
30.542	532	30.567	511
30.592	510	30.617	529
30.643	487	30.669	548
30.693	464	30.719	567
30.744	443	30.770	584
30.794	421	30.820	599
30.846	407	30.871	611
30.896	396	30.921	619
30.947	389	30.973	625
30.997	387	31.023	624
31.048	393	31.074	619
31.099	403	31.124	610
31.150	417	31.175	600
31.200	435	31.226	584
31.251	456	31.277	566
31.301	479	31.327	548
31.353	502	31.378	529
31.403	525	31.428	511
31.454	546	31.480	495
31.504	563	31.530	482
31.555	577	31.581	472
31.605	585	31.631	466
31.657	589	31.682	464
31.707	586	31.732	464
31.758	580	31.784	474
31.808	568	31.834	484
31.859	552	31.885	498
31.910	532	31.935	515
31.961	510	31.986	533
32.011	487	32.037	551
32.062	464	32.088	569
32.112	442	32.138	586
32.164	424	32.189	600
32.214	407	32.239	612
32.265	396	32.291	619
32.315	391	32.341	622
32.366	390	32.392	621
32.416	394	32.442	616
32.468	404	32.493	607
32.518	417	32.543	595
32.569	436	32.595	580
32.619	457	32.645	562
32.670	479	32.696	544
32.721	502	32.746	526
32.772	526	32.797	509
32.822	546	32.848	493
32.873	562	32.899	481
32.923	576	32.949	472
32.975	584	33.000	467
33.025	588	33.050	467
33.076	586	33.102	469
33.126	579	33.152	476
33.177	567	33.203	488
33.227	551	33.253	503
33.279	531	33.304	518
33.329	509	33.354	537
33.380	487	33.406	555
33.430	464	33.456	572
33.481	442	33.507	588
33.532	424	33.557	601
33.583	409	33.608	612
33.634	398	33.659	618
33.684	392	33.710	621
33.735	391	33.760	619
33.786	396	33.811	615
33.837	405	33.861	604
33.887	418	33.913	591
33.938	438	33.963	576
33.988	457	34.014	559
34.040	479	34.064	541
34.090	502	34.115	523
34.141	524	34.165	506
34.191	544	34.217	492
34.242	561	34.267	480
34.292	574	34.318	471
34.344	583	34.368	468
34.394	586	34.419	467
34.445	584	34.470	471
34.495	577	34.521	480
34.546	565	34.571	490
34.597	549	34.622	506
34.648	531	34.672	523
34.698	507	34.724	540
34.749	488	34.774	558
34.799	464	34.825	575
34.851	445	34.875	590
34.901	425	34.926	603
34.952	410	34.976	612
35.002	400	35.028	618
35.053	394	35.078	620
35.103	393	35.129	618
35.155	397	35.179	611
35.205	407	35.230	600
35.256	420	35.281	588
35.306	438	35.332	573
35.357	458	35.382	556
35.408	480	35.433	538
35.459	502	35.483	520
35.509	524	35.535	504
35.560	541	35.585	490
35.610	557	35.636	478
35.662	572	35.686	471
35.712	581	35.737	468
35.763	583	35.787	468
35.813	582	35.839	472
35.864	575	35.889	482
35.914	564	35.940	494
35.966	548	35.990	509
36.016	529	36.041	525
36.067	509	36.092	543
36.117	486	36.143	562
36.168	465	36.193	577
36.219	445	36.244	592
36.270	426	36.294	604
36.320	412	36.346	613
36.371	402	36.396	618
36.421	397	36.447	619
36.473	395	36.497	617
36.523	400	36.548	609
36.574	408	36.598	599
36.624	422	36.650	585
36.675	439	36.701	570
36.725	459	36.751	552
36.777	480	36.802	534
36.827	502	36.852	517
36.878	522	36.904	501
36.928	542	36.954	488
36.979	559	37.005	477
37.030	570	37.055	471
37.081	578	37.106	468
37.131	581	37.157	469
37.182	579	37.208	475
37.232	573	37.258	483
37.284	561	37.309	496
37.334	546	37.359	511
37.385	528	37.411	528
37.435	507	37.461	546
37.486	486	37.512	564
37.536	464	37.562	580
37.588	446	37.613	594
37.638	428	37.663	607
37.689	414	37.715	614
37.739	404	37.765	619
37.790	399	37.816	619
37.841	397	37.866	616
37.892	402	37.917	607
37.942	411	37.968	597
37.993	424	38.019	583
38.043	441	38.069	567
38.095	460	38.120	549
38.145	481	38.170	531
38.196	502	38.222	515
38.246	522	38.272	499
38.297	541	38.323	486
38.347	556	38.373	476
38.399	566	38.424	470
38.449	576	38.474	467
38.500	578	38.526	469
38.550	577	38.576	476
38.601	570	38.627	486
38.652	559	38.677	499
38.703	544	38.728	515
38.753	526	38.779	531
38.804	506	38.830	549
38.854	486	38.880	566
38.906	465	38.931	582
38.956	446	38.981	596
39.007	429	39.033	608
39.057	415	39.083	615
39.108	407	39.134	619
39.158	401	39.184	619
39.210	401	39.235	615
39.260	405	39.285	606
39.311	414	39.337	595
39.361	427	39.387	581
39.412	443	39.438	565
39.463	462	39.488	547
39.514	482	39.539	529
39.564	501	39.590	513
39.615	521	39.641	496
39.665	539	39.691	484
39.717	554	39.742	474
39.767	565	39.792	469
39.818	573	39.844	467
39.868	576	39.894	470
39.919	574	39.945	477
39.970	567	39.995	487
40.021	556	40.046	500
40.071	541	40.096	516
40.122	525	40.148	533
40.172	505	40.198	551
40.223	485	40.249	568
40.274	464	40.299	585
40.325	447	40.350	598
40.375	430	40.401	609
40.426	418	40.452	616
40.476	409	40.502	620
40.528	404	40.553	619
40.578	404	40.603	614
40.629	408	40.655	607
40.679	417	40.705	594
40.730	429	40.756	579
40.781	445	40.806	562
40.832	463	40.857	545
40.882	483	40.907	527
40.933	502	40.959	510
40.983	522	41.009	495
41.034	537	41.060	482
41.085	554	41.110	474
41.136	564	41.161	468
41.187	571	41.212	467
41.237	573	41.263	469
41.288	570	41.313	476
41.339	564	41.364	488
41.390	553	41.414	501
41.440	539	41.466	517
41.491	523	41.516	535
41.541	503	41.567	553
41.593	485	41.617	571
41.643	464	41.668	586
41.694	446	41.718	599
41.744	433	41.770	610
41.795	419	41.820	617
41.845	412	41.871	620
41.897	407	41.921	619
41.947	407	41.972	614
41.998	412	42.023	605
42.048	420	42.074	592
42.099	433	42.124	577
42.150	448	42.175	560
42.201	465	42.225	543
42.251	484	42.277	525
42.302	504	42.327	508
42.352	521	42.378	493
42.404	537	42.428	481
42.454	551	42.479	472
42.505	560	42.530	467
42.555	567	42.581	466
42.606	569	42.631	470
42.656	566	42.682	478
42.708	560	42.732	489
42.758	549	42.783	502
42.809	536	42.834	519
42.859	519	42.885	536
42.910	501	42.935	554
42.961	482	42.986	571
43.012	466	43.036	587
43.062	447	43.088	600
43.113	432	43.138	611
43.163	422	43.189	617
43.215	413	43.239	620
43.265	411	43.290	618
43.316	410	43.341	613
43.366	415	43.392	603
43.417	423	43.442	590
43.467	436	43.493	576
43.519	451	43.543	560
43.569	468	43.594	541
43.620	486	43.645	524
43.670	504	43.696	507
43.721	521	43.746	492
43.772	536	43.797	480
43.823	550	43.847	471
43.873	559	43.899	467
43.924	565	43.949	466
43.974	566	44.000	470
44.026	563	44.050	478
44.076	556	44.101	489
44.127	546	44.152	505
44.177	533	44.203	520
44.228	516	44.254	537
44.278	499	44.304	556
44.330	481	44.355	573
44.380	463	44.405	588
44.431	448	44.457	601
44.481	433	44.507	611
44.532	423	44.558	618
44.583	416	44.608	620
44.634	411	44.659	619
44.684	413	44.710	613
44.735	419	44.761	603
44.785	428	44.811	590
44.837	439	44.862	575
44.887	454	44.912	557
44.938	471	44.964	540
44.988	488	45.014	523
45.039	505	45.065	505
45.090	521	45.115	491
45.141	537	45.166	479
45.191	548	45.216	471
45.242	557	45.268	466
45.292	561	45.318	466
45.343	563	45.369	470
45.394	560	45.419	478
45.445	553	45.470	490
45.495	542	45.521	504
45.546	529	45.572	521
45.596	514	45.622	538
45.648	496	45.673	556
45.698	479	45.723	573
45.749	463	45.775	589
45.799	447	45.825	602
45.850	434	45.876	612
45.901	425	45.926	618
45.952	417	45.977	621
46.002	415	46.027	619
46.053	417	46.079	612
46.103	422	46.129	603
46.154	431	46.180	590
46.205	443	46.230	575
46.256	458	46.281	558
46.306	474	46.332	540
46.357	490	46.383	521
46.407	506	46.433	505
46.459	523	46.484	491
46.509	534	46.534	479
46.560	547	46.586	470
46.610	556	46.636	466
46.661	561	46.687	466
46.712	560	46.737	470
46.763	556	46.788	478
46.813	549	46.838	490
46.864	539	46.890	505
46.914	525	46.940	521
46.965	511	46.991	537
47.016	494	47.041	556
47.067	477	47.092	574
47.117	461	47.143	589
47.168	447	47.194	602
47.218	434	47.244	612
47.270	427	47.295	617
47.320	420	47.345	620
47.371	418	47.397	618
47.421	420	47.447	612
47.472	426	47.498	602
47.523	434	47.548	590
47.574	446	47.599	573
47.624	461	47.650	556
47.675	476	47.701	539
47.725	493	47.751	522
47.776	509	47.802	505
47.827	523	47.852	491
47.878	536	47.903	479
