#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
5.855	594	5.881	678
5.906	582	5.931	664
5.957	565	5.982	645
6.007	543	6.033	622
6.058	519	6.084	596
6.108	494	6.134	569
6.160	466	6.185	543
6.210	442	6.235	517
6.261	419	6.287	496
6.311	400	6.337	477
6.362	385	6.388	463
6.412	375	6.438	456
6.464	370	6.489	452
6.514	372	6.539	458
6.565	379	6.591	467
6.615	391	6.641	482
6.666	408	6.692	503
6.717	429	6.742	525
6.768	453	6.793	551
6.818	478	6.844	577
6.869	504	6.895	603
6.919	529	6.945	628
6.971	552	6.996	650
7.021	571	7.046	667
7.072	586	7.098	680
7.122	596	7.148	688
7.173	600	7.199	688
7.223	599	7.249	685
7.275	591	7.300	676
7.325	579	7.350	660
7.376	561	7.402	641
7.426	541	7.452	618
7.477	517	7.503	593
7.528	492	7.553	566
7.579	465	7.604	541
7.629	441	7.655	516
7.680	419	7.706	494
7.730	400	7.756	477
7.782	386	7.807	464
7.832	377	7.857	456
7.883	373	7.909	455
7.933	374	7.959	460
7.984	382	8.010	468
8.035	394	8.060	485
8.086	411	8.111	505
8.136	431	8.161	528
8.187	456	8.213	553
8.237	480	8.263	579
8.288	507	8.314	606
8.339	530	8.364	629
8.390	552	8.415	650
8.440	571	8.466	666
8.491	585	8.517	679
8.541	594	8.567	685
8.593	598	8.618	687
8.643	596	8.668	682
8.694	588	8.720	673
8.744	576	8.770	657
8.795	559	8.821	638
8.846	538	8.871	615
8.897	514	8.922	590
8.947	490	8.972	564
8.998	464	9.024	538
9.048	441	9.074	514
9.099	419	9.125	492
9.150	401	9.175	477
9.201	387	9.226	464
9.252	377	9.277	458
9.302	375	9.328	457
9.353	377	9.378	461
9.404	383	9.429	472
9.455	397	9.479	488
9.505	415	9.531	508
9.556	434	9.581	531
9.606	458	9.632	556
9.658	479	9.682	581
9.708	507	9.733	607
9.759	531	9.783	631
9.809	552	9.835	651
9.860	570	9.885	667
9.910	584	9.936	678
9.962	593	9.986	684
10.012	596	10.037	685
10.063	594	10.088	680
10.113	586	10.139	669
10.164	574	10.189	653
10.215	557	10.240	634
10.266	535	10.290	612
10.316	512	10.342	586
10.367	488	10.392	561
10.417	463	10.443	536
10.469	440	10.493	513
10.519	419	10.544	493
10.570	402	10.595	477
10.620	388	10.646	465
10.671	380	10.696	458
10.721	377	10.747	459
10.773	379	10.797	464
10.823	387	10.848	475
10.874	400	10.899	491
10.924	417	10.950	511
10.975	437	11.000	534
11.026	459	11.051	558
11.077	484	11.101	584
11.127	508	11.153	609
11.178	531	11.203	631
11.228	552	11.254	651
11.280	569	11.304	666
11.330	583	11.355	678
11.381	591	11.406	682
11.431	595	11.457	682
11.482	591	11.507	677
11.532	584	11.558	666
11.584	570	11.608	651
11.634	554	11.659	631
11.685	533	11.710	608
11.735	510	11.761	583
11.786	486	11.811	558
11.837	462	11.862	534
11.888	440	11.912	511
11.938	419	11.964	492
11.989	402	12.014	476
12.039	389	12.065	465
12.091	382	12.115	461
12.141	379	12.166	461
12.192	382	12.217	466
12.242	390	12.268	478
12.293	401	12.319	494
12.343	418	12.369	514
12.395	438	12.420	537
12.445	462	12.470	561
12.496	486	12.522	587
12.546	509	12.572	611
12.597	532	12.623	632
12.648	552	12.673	651
12.699	569	12.724	666
12.749	582	12.775	676
12.800	590	12.826	681
12.850	593	12.876	680
12.902	590	12.927	674
12.952	583	12.977	663
13.003	570	13.029	647
13.053	552	13.079	627
13.104	530	13.130	605
13.155	509	13.180	580
13.206	485	13.231	556
13.256	461	13.281	532
13.307	438	13.333	510
13.357	419	13.383	492
13.408	403	13.434	476
13.459	390	13.484	467
13.510	382	13.535	462
13.560	380	13.586	463
13.611	384	13.637	469
13.661	391	13.687	480
13.713	404	13.738	497
13.763	421	13.788	517
13.814	441	13.840	540
13.864	463	13.890	564
13.915	487	13.941	588
13.966	511	13.991	611
14.017	533	14.042	634
14.067	552	14.092	652
14.118	569	14.144	664
14.168	581	14.194	674
14.219	588	14.245	679
14.270	592	14.295	677
14.321	587	14.346	671
14.371	579	14.397	659
14.422	565	14.448	644
14.472	549	14.498	624
14.524	529	14.549	601
14.574	506	14.599	578
14.625	484	14.651	553
14.675	460	14.701	530
14.726	438	14.752	509
14.777	419	14.802	490
14.828	403	14.853	477
14.878	391	14.903	468
14.929	384	14.955	464
14.979	382	15.005	465
15.030	386	15.056	472
15.081	392	15.106	484
15.132	406	15.157	500
15.182	423	15.208	520
15.233	443	15.259	542
15.283	465	15.309	566
15.335	488	15.360	589
15.385	512	15.410	613
15.436	534	15.462	634
15.486	553	15.512	652
15.537	569	15.563	665
15.588	581	15.613	673
15.639	587	15.664	677
15.689	590	15.715	675
15.740	586	15.766	668
15.790	578	15.816	656
15.841	565	15.867	640
15.892	547	15.917	621
15.943	527	15.968	600
15.994	505	16.019	575
16.044	482	16.070	551
16.095	459	16.120	529
16.146	437	16.171	508
16.197	418	16.221	491
16.247	403	16.273	477
16.298	391	16.323	469
16.348	385	16.374	465
16.400	383	16.424	467
16.450	386	16.475	474
16.501	395	16.526	486
16.551	408	16.577	503
16.602	425	16.627	523
16.652	445	16.678	545
16.704	467	16.728	568
16.754	490	16.779	593
16.805	512	16.830	614
16.855	534	16.881	634
16.906	553	16.931	651
16.957	569	16.982	663
17.008	580	17.032	671
17.058	587	17.084	674
17.109	588	17.134	672
17.159	583	17.185	665
17.211	577	17.235	653
17.261	561	17.286	637
17.312	545	17.337	617
17.362	525	17.388	596
17.413	503	17.438	572
17.463	480	17.489	548
17.515	457	17.539	525
17.565	437	17.590	508
17.616	418	17.641	490
17.666	403	17.692	478
17.717	392	17.742	470
17.768	385	17.793	467
17.819	385	17.843	470
17.869	389	17.895	477
17.920	397	17.945	490
17.970	410	17.996	506
18.022	428	18.046	525
18.072	448	18.097	548
18.123	469	18.148	570
18.173	492	18.199	593
18.224	514	18.249	613
18.275	536	18.300	634
18.326	554	18.350	650
18.376	569	18.401	663
18.427	580	18.452	670
18.477	586	18.503	672
18.528	587	18.553	669
18.579	583	18.604	662
18.630	573	18.654	650
18.680	560	18.706	633
18.731	543	18.756	614
18.781	523	18.807	594
18.833	501	18.857	570
18.883	478	18.908	549
18.934	456	18.959	525
18.984	436	19.010	506
19.035	417	19.061	490
19.086	402	19.111	478
19.137	393	19.162	471
19.187	388	19.212	469
19.238	387	19.264	472
19.288	391	19.314	480
19.339	400	19.365	493
19.390	413	19.415	508
19.441	430	19.466	529
19.491	450	19.517	551
19.542	471	19.568	572
19.592	494	19.618	594
19.644	517	19.669	615
19.694	537	19.719	635
19.745	555	19.771	650
19.795	569	19.821	661
19.846	579	19.872	668
19.897	585	19.922	670
19.948	585	19.973	667
19.998	582	20.023	659
20.049	572	20.075	647
20.099	558	20.125	632
20.150	540	20.176	610
20.201	521	20.226	588
20.252	499	20.277	567
20.302	477	20.328	545
20.353	455	20.379	525
20.403	434	20.429	506
20.455	418	20.480	491
20.505	403	20.530	480
20.556	393	20.582	473
20.606	388	20.632	471
20.657	388	20.683	474
20.708	392	20.733	483
20.759	401	20.784	496
20.809	416	20.835	512
20.860	432	20.886	531
20.910	452	20.936	551
20.961	473	20.987	574
21.012	496	21.037	596
21.063	518	21.088	617
21.113	538	21.139	635
21.164	555	21.190	649
21.214	569	21.240	660
21.266	579	21.291	666
21.316	584	21.341	668
21.367	585	21.393	664
21.417	580	21.443	655
21.468	570	21.494	644
21.519	556	21.544	627
21.570	539	21.595	609
21.620	518	21.646	587
21.671	497	21.697	565
21.721	475	21.747	545
21.772	453	21.798	525
21.823	433	21.848	506
21.874	416	21.899	491
21.924	402	21.950	481
21.975	394	22.001	475
22.025	389	22.051	473
22.077	390	22.102	478
22.127	393	22.152	486
22.178	404	22.204	498
22.228	418	22.254	515
22.279	435	22.305	534
22.330	455	22.355	553
22.381	476	22.406	577
22.431	498	22.457	597
22.482	519	22.508	617
22.532	539	22.558	634
22.583	555	22.609	649
22.634	569	22.659	659
22.685	578	22.710	664
22.735	583	22.761	665
22.786	583	22.812	661
22.836	578	22.862	653
22.888	568	22.913	641
22.938	554	22.963	625
22.989	536	23.015	606
23.039	516	23.065	584
23.090	495	23.116	563
23.141	473	23.166	542
23.192	452	23.217	523
23.242	433	23.268	506
23.293	416	23.319	492
23.343	403	23.369	482
23.395	395	23.420	477
23.445	389	23.470	476
23.496	391	23.521	479
23.546	396	23.572	488
23.597	405	23.623	501
23.647	420	23.673	517
23.699	437	23.724	536
23.749	457	23.774	556
23.800	478	23.826	576
23.850	500	23.876	598
23.901	520	23.927	617
23.952	540	23.977	634
24.003	556	24.028	648
24.053	566	24.079	657
24.104	577	24.130	662
24.154	582	24.180	663
24.206	581	24.231	659
24.256	575	24.281	650
24.307	566	24.332	638
24.357	551	24.383	622
24.408	534	24.434	604
24.458	514	24.484	583
24.510	492	24.535	561
24.560	471	24.585	543
24.611	450	24.637	523
24.661	432	24.687	506
24.712	415	24.738	493
24.763	404	24.788	483
24.814	395	24.839	478
24.864	392	24.890	477
24.915	392	24.941	482
24.965	398	24.991	490
25.017	408	25.042	503
25.067	422	25.092	520
25.118	440	25.143	538
25.168	459	25.194	558
25.219	480	25.245	579
25.269	501	25.295	599
25.321	522	25.346	618
25.371	541	25.396	633
25.422	556	25.448	646
25.472	568	25.498	655
25.523	578	25.549	660
25.574	579	25.599	661
25.625	578	25.650	656
25.675	573	25.701	647
25.726	563	25.752	635
25.776	549	25.802	619
25.828	531	25.853	600
25.878	512	25.903	583
25.929	490	25.955	561
25.979	469	26.005	541
26.030	449	26.056	523
26.080	431	26.106	506
26.132	415	26.157	494
26.182	403	26.207	484
26.233	395	26.259	480
26.283	393	26.309	479
26.334	393	26.360	484
26.385	400	26.410	493
26.436	411	26.461	505
26.486	425	26.512	522
26.537	442	26.563	540
26.587	461	26.613	560
26.639	482	26.664	578
26.689	503	26.714	599
26.740	524	26.766	617
26.790	542	26.816	633
26.841	557	26.867	645
26.891	569	26.917	654
26.943	576	26.968	659
26.993	579	27.018	658
27.044	577	27.070	654
27.094	571	27.120	645
27.145	561	27.171	633
27.196	546	27.221	617
27.247	529	27.272	599
27.297	509	27.323	580
27.348	488	27.374	561
27.398	468	27.424	540
27.450	448	27.475	522
27.500	430	27.525	506
27.551	414	27.577	494
27.601	405	27.627	486
27.652	398	27.678	481
27.702	394	27.728	481
27.754	395	27.779	486
27.804	402	27.829	495
27.855	413	27.881	508
27.905	428	27.931	524
27.956	445	27.982	541
28.007	464	28.032	561
28.058	485	28.083	580
28.108	505	28.134	599
28.159	525	28.185	618
28.209	543	28.235	633
28.261	557	28.286	644
28.311	569	28.336	653
28.362	577	28.388	656
28.412	577	28.438	656
28.463	576	28.489	651
28.513	569	28.539	643
28.565	558	28.590	629
28.616	543	28.640	615
28.666	526	28.692	596
28.717	507	28.742	578
28.767	486	28.793	558
28.819	465	28.843	540
28.869	446	28.894	522
28.920	429	28.945	507
28.970	415	28.996	494
29.021	405	29.046	486
29.072	398	29.097	482
29.123	395	29.147	483
29.173	398	29.199	488
29.224	405	29.249	497
29.274	416	29.300	510
29.326	430	29.350	525
29.376	448	29.401	544
29.427	467	29.451	562
29.477	487	29.503	582
29.528	507	29.553	601
29.578	526	29.604	617
29.630	543	29.654	632
29.680	558	29.705	643
29.731	569	29.756	651
29.781	575	29.807	655
29.832	577	29.857	654
29.883	574	29.908	649
29.934	567	29.958	640
29.984	556	30.010	629
30.035	541	30.060	612
30.085	524	30.111	594
30.137	504	30.161	575
30.187	484	30.212	557
30.238	464	30.262	538
30.288	445	30.314	521
30.339	428	30.364	506
30.389	414	30.415	495
30.441	404	30.465	487
30.491	399	30.516	483
30.542	397	30.567	484
30.592	401	30.618	490
30.643	407	30.668	499
30.694	418	30.719	512
30.745	433	30.769	528
30.795	450	30.821	546
30.846	469	30.871	564
30.896	489	30.922	583
30.948	509	30.972	601
30.998	528	31.023	618
31.049	545	31.073	632
31.099	558	31.125	643
31.150	567	31.175	650
31.200	574	31.226	653
31.252	575	31.276	653
31.302	572	31.327	647
31.353	563	31.378	638
31.403	553	31.429	625
31.454	538	31.479	610
31.505	520	31.530	593
31.556	501	31.581	574
31.606	480	31.632	555
31.657	462	31.683	537
31.707	443	31.733	521
31.759	428	31.784	507
31.809	415	31.834	496
31.860	405	31.886	488
31.910	401	31.936	485
31.961	399	31.987	486
32.011	402	32.037	491
32.063	409	32.088	501
32.113	421	32.138	514
32.164	436	32.190	529
32.214	453	32.240	547
32.265	471	32.291	565
32.316	492	32.341	583
32.367	511	32.392	601
32.417	529	32.443	618
32.468	543	32.494	632
32.518	558	32.544	642
32.570	567	32.595	649
32.620	572	32.645	652
32.671	573	32.697	650
32.721	570	32.747	645
32.772	562	32.798	637
32.822	550	32.848	624
32.874	535	32.899	609
32.924	518	32.949	592
32.975	499	33.001	574
33.025	479	33.051	554
33.076	460	33.102	537
33.127	444	33.152	521
33.178	427	33.203	507
33.228	414	33.254	496
33.279	407	33.305	489
33.329	401	33.355	486
33.381	400	33.406	488
33.431	404	33.456	494
33.482	412	33.508	503
33.532	424	33.558	516
33.583	438	33.609	531
33.633	456	33.659	549
33.685	474	33.710	567
33.735	494	33.760	585
33.786	512	33.812	602
33.836	530	33.862	618
33.887	546	33.913	631
33.938	558	33.963	642
33.989	567	34.014	648
34.039	571	34.065	650
34.090	571	34.116	649
34.140	567	34.166	643
34.192	559	34.217	634
34.242	547	34.267	622
34.293	533	34.319	607
34.343	515	34.369	590
34.394	497	34.420	572
34.444	477	34.470	553
34.496	460	34.521	536
34.546	440	34.571	520
34.597	427	34.623	507
34.647	416	34.673	496
34.698	408	34.724	490
34.749	403	34.774	488
34.800	401	34.825	489
34.851	407	34.876	495
34.901	415	34.927	504
34.952	426	34.977	517
35.003	441	35.028	532
35.054	458	35.078	550
35.104	476	35.130	567
35.155	496	35.180	585
35.205	513	35.231	603
35.257	531	35.281	618
35.307	545	35.332	631
35.358	556	35.382	641
35.408	565	35.434	647
35.459	569	35.484	649
35.509	569	35.535	648
35.561	565	35.585	640
35.611	557	35.636	631
35.662	545	35.687	620
35.712	530	35.738	605
35.763	513	35.788	588
35.814	495	35.839	570
35.865	475	35.889	552
35.915	458	35.941	535
35.966	440	35.991	520
36.016	426	36.042	506
36.068	417	36.092	496
36.118	408	36.143	490
36.169	404	36.193	489
36.219	405	36.245	491
36.270	409	36.295	496
36.320	417	36.346	507
36.372	429	36.396	518
36.422	444	36.447	534
36.473	462	36.498	551
36.523	479	36.549	569
36.574	497	36.599	586
36.625	515	36.650	603
36.676	532	36.700	618
36.726	544	36.752	631
36.777	558	36.802	640
36.827	565	36.853	646
36.879	568	36.903	647
36.929	567	36.954	646
36.980	562	37.004	639
37.030	554	37.056	630
37.081	542	37.106	617
37.131	527	37.157	602
37.183	510	37.207	586
37.233	492	37.258	568
37.284	473	37.309	550
37.334	456	37.360	534
37.385	440	37.410	519
37.436	428	37.461	506
37.487	417	37.511	497
37.537	409	37.563	491
37.588	406	37.613	489
37.638	406	37.664	491
37.690	411	37.714	498
37.740	420	37.765	507
37.791	432	37.815	522
37.841	446	37.867	536
37.892	463	37.918	552
37.942	481	37.968	571
37.994	499	38.019	587
38.044	516	38.069	603
38.095	532	38.121	619
38.145	545	38.171	631
38.196	556	38.222	639
38.247	563	38.272	644
38.298	566	38.323	646
38.348	565	38.374	644
38.399	560	38.425	638
38.449	551	38.475	628
38.501	539	38.526	614
38.551	524	38.576	600
38.602	508	38.628	585
38.652	490	38.678	566
38.703	473	38.729	549
38.753	456	38.779	533
38.805	440	38.830	517
38.855	427	38.880	506
38.906	417	38.932	497
38.956	410	38.982	492
39.007	408	39.033	490
39.058	409	39.083	493
39.109	414	39.134	501
39.159	423	39.185	510
39.210	435	39.236	522
39.260	448	39.286	537
39.312	465	39.337	554
39.362	484	39.387	571
39.413	501	39.439	589
39.463	516	39.489	605
39.514	532	39.540	619
39.564	546	39.590	631
39.616	554	39.641	639
39.666	561	39.691	644
39.717	564	39.743	645
39.767	563	39.793	643
39.818	557	39.844	636
39.869	548	39.894	626
39.920	536	39.945	613
39.970	522	39.996	599
40.021	506	40.047	582
40.071	488	40.097	565
40.123	471	40.148	547
40.173	452	40.198	532
40.224	440	40.250	517
40.274	427	40.300	505
40.325	418	40.351	497
40.375	411	40.401	492
40.427	410	40.452	492
40.477	411	40.502	494
40.528	416	40.554	502
40.578	425	40.604	511
40.629	437	40.655	523
40.680	451	40.705	539
40.731	467	40.756	556
40.781	484	40.807	573
40.832	501	40.858	590
40.882	518	40.908	605
40.934	531	40.959	620
40.984	545	41.009	631
41.035	554	41.061	639
41.085	560	41.111	643
41.136	562	41.162	644
41.187	560	41.212	640
41.238	555	41.263	634
41.288	546	41.313	624
41.339	534	41.365	611
41.389	520	41.415	596
41.440	503	41.466	580
41.491	487	41.516	563
41.542	470	41.567	546
41.592	454	41.618	530
41.643	440	41.669	517
41.693	428	41.719	506
41.745	419	41.770	498
41.795	414	41.820	492
41.846	411	41.872	493
41.896	413	41.922	495
41.947	419	41.973	503
41.998	428	42.023	513
42.049	439	42.074	526
42.099	453	42.124	541
42.150	470	42.176	558
42.200	486	42.226	575
42.251	502	42.277	591
42.302	518	42.327	606
42.353	532	42.378	620
42.404	544	42.429	631
42.454	553	42.480	638
42.505	559	42.530	642
42.556	560	42.581	642
42.607	558	42.631	639
42.657	553	42.683	632
42.708	543	42.733	622
42.758	532	42.784	609
42.810	517	42.834	594
42.860	503	42.885	578
42.911	485	42.935	561
42.961	469	42.987	544
43.012	454	43.037	529
43.062	440	43.088	516
43.114	429	43.138	505
43.164	420	43.189	498
43.215	414	43.240	493
43.265	413	43.291	493
43.316	415	43.341	498
43.367	421	43.392	505
43.418	430	43.442	515
43.468	441	43.494	528
43.519	455	43.544	543
43.569	472	43.595	559
43.621	487	43.645	576
