#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
26.739	522	26.764	455
26.790	543	26.815	456
26.841	562	26.865	462
26.891	578	26.917	470
26.942	590	26.967	482
26.992	597	27.018	497
27.044	600	27.068	512
27.094	598	27.119	530
27.145	591	27.169	546
27.195	580	27.221	562
27.246	564	27.271	575
27.296	546	27.322	587
27.348	526	27.372	595
27.398	505	27.423	600
27.449	485	27.474	600
27.499	465	27.525	597
27.550	448	27.575	590
27.601	434	27.626	579
27.652	424	27.676	566
27.702	419	27.728	551
27.753	418	27.778	533
27.803	422	27.829	516
27.855	430	27.879	498
27.905	442	27.930	482
27.956	458	27.980	468
28.006	475	28.032	456
28.057	494	28.083	450
28.107	514	28.133	446
28.159	534	28.184	447
28.209	552	28.234	452
28.260	566	28.286	461
28.310	578	28.336	474
28.361	586	28.387	489
28.412	590	28.437	506
28.463	589	28.488	524
28.513	583	28.539	543
28.564	574	28.590	562
28.614	561	28.640	577
28.666	546	28.691	590
28.716	529	28.741	600
28.767	510	28.793	606
28.817	492	28.843	608
28.868	474	28.894	606
28.918	459	28.944	599
28.970	446	28.995	588
29.020	436	29.045	574
29.071	430	29.097	557
29.121	429	29.147	539
29.172	431	29.198	520
29.223	438	29.248	501
29.274	447	29.299	483
29.324	460	29.350	467
29.375	476	29.401	453
29.425	493	29.451	445
29.477	510	29.502	440
29.527	527	29.552	439
29.578	541	29.604	444
29.628	557	29.654	452
29.679	567	29.705	465
29.729	574	29.755	481
29.781	577	29.806	498
29.831	578	29.856	519
29.882	575	29.908	539
29.932	567	29.958	557
29.983	557	30.009	576
30.034	543	30.059	591
30.085	529	30.110	603
30.135	513	30.161	611
30.186	497	30.212	614
30.236	482	30.262	613
30.288	469	30.313	607
30.338	458	30.363	597
30.389	448	30.415	583
30.439	442	30.465	566
30.490	440	30.516	546
30.540	441	30.566	526
30.592	447	30.617	505
30.642	454	30.667	485
30.693	465	30.719	467
30.743	478	30.769	452
30.794	490	30.820	440
30.845	506	30.870	435
30.896	520	30.921	433
30.946	533	30.972	436
30.997	544	31.023	444
31.047	555	31.073	457
31.099	562	31.124	472
31.149	566	31.174	491
31.200	566	31.226	512
31.250	564	31.276	533
31.301	558	31.327	554
31.352	550	31.377	573
31.403	539	31.428	591
31.453	527	31.478	604
31.504	514	31.530	613
31.554	500	31.580	619
31.605	488	31.631	619
31.656	476	31.681	614
31.707	466	31.732	604
31.757	459	31.783	590
31.808	454	31.834	573
31.858	452	31.884	554
31.910	453	31.935	532
31.960	457	31.985	510
32.011	463	32.037	489
32.061	472	32.087	468
32.112	482	32.138	452
32.163	493	32.188	441
32.214	505	32.239	433
32.264	517	32.289	429
32.315	527	32.341	430
32.365	537	32.391	437
32.416	544	32.442	449
32.467	551	32.492	464
32.518	554	32.543	483
32.569	555	32.594	504
32.619	551	32.645	526
32.670	548	32.695	550
32.721	541	32.746	569
32.772	533	32.796	589
32.822	523	32.848	604
32.873	513	32.898	614
32.923	503	32.949	622
32.975	492	32.999	623
33.025	483	33.050	619
33.076	476	33.100	611
33.126	470	33.152	598
33.177	465	33.202	582
33.227	465	33.253	562
33.279	465	33.303	540
33.329	468	33.354	517
33.380	473	33.405	496
33.430	480	33.456	475
33.481	487	33.506	457
33.532	496	33.557	442
33.583	506	33.607	431
33.633	515	33.659	426
33.684	523	33.709	426
33.734	530	33.760	431
33.786	536	33.810	442
33.836	540	33.861	457
33.887	542	33.912	475
33.937	543	33.963	496
33.988	541	34.013	519
34.038	537	34.064	542
34.090	532	34.114	564
34.140	525	34.165	585
34.191	518	34.216	601
34.241	510	34.267	613
34.292	502	34.317	622
34.343	494	34.368	625
34.394	489	34.418	624
34.444	483	34.470	616
34.495	479	34.520	605
34.545	476	34.571	589
34.597	476	34.621	570
34.647	477	34.672	548
34.698	479	34.723	525
34.748	483	34.774	502
34.799	489	34.824	480
34.849	495	34.875	462
34.901	501	34.925	444
34.951	508	34.976	433
35.002	514	35.027	426
35.052	520	35.078	424
35.103	525	35.128	428
35.154	528	35.179	435
35.205	531	35.229	450
35.255	531	35.281	468
35.306	531	35.331	488
35.356	528	35.382	511
35.408	525	35.432	534
35.458	521	35.483	556
35.509	516	35.534	577
35.559	510	35.585	596
35.610	505	35.636	610
35.660	499	35.686	620
35.712	495	35.737	627
35.762	491	35.787	625
35.813	488	35.839	620
35.863	486	35.889	609
35.914	485	35.940	595
35.965	486	35.990	576
36.016	489	36.041	555
36.066	491	36.092	533
36.117	494	36.143	510
36.167	498	36.193	487
36.219	504	36.244	466
36.269	508	36.294	449
36.320	513	36.346	436
36.370	517	36.396	428
36.421	520	36.447	423
36.472	522	36.497	426
36.523	523	36.548	433
36.573	523	36.598	445
36.624	522	36.650	461
36.674	520	36.700	481
36.725	517	36.751	503
36.776	514	36.801	526
36.827	509	36.852	549
36.877	506	36.903	571
36.928	502	36.954	590
36.978	498	37.004	606
37.030	496	37.055	617
37.080	493	37.105	624
37.131	492	37.157	625
37.181	492	37.207	622
37.232	492	37.258	613
37.283	494	37.308	600
37.334	496	37.359	582
37.384	500	37.409	563
37.435	503	37.461	540
37.485	507	37.511	518
37.536	511	37.562	495
37.587	514	37.612	474
37.638	516	37.663	456
37.688	519	37.714	442
37.739	520	37.765	432
37.789	521	37.815	426
37.841	520	37.866	424
37.891	519	37.916	431
37.942	516	37.968	441
37.992	514	38.018	457
38.043	510	38.069	473
38.094	506	38.119	495
38.145	503	38.170	518
38.195	499	38.220	541
38.246	495	38.272	562
38.296	493	38.322	583
38.347	492	38.373	599
38.398	490	38.423	612
38.449	491	38.474	621
38.499	492	38.525	624
38.550	493	38.576	621
38.600	497	38.626	615
38.652	500	38.677	603
38.702	505	38.727	588
38.753	508	38.779	568
38.803	513	38.829	548
38.854	517	38.880	525
38.905	520	38.930	503
38.956	523	38.981	482
39.006	525	39.032	463
39.057	524	39.083	447
39.107	524	39.133	436
39.158	522	39.184	429
39.209	520	39.234	428
39.260	516	39.285	432
39.311	512	39.336	441
39.361	508	39.387	453
39.412	502	39.437	470
39.463	498	39.488	489
39.514	493	39.538	510
39.564	489	39.590	533
39.615	487	39.640	554
39.665	484	39.691	574
39.717	484	39.741	591
39.767	484	39.792	605
39.818	486	39.843	615
39.868	491	39.894	619
39.919	494	39.944	619
39.969	499	39.995	614
40.021	504	40.045	605
40.071	510	40.096	591
40.122	516	40.147	574
40.172	521	40.198	554
40.223	527	40.248	533
40.274	529	40.299	511
40.325	532	40.349	491
40.375	532	40.401	472
40.426	533	40.451	456
40.476	530	40.502	443
40.528	527	40.552	434
40.578	522	40.603	432
40.629	516	40.654	433
40.679	510	40.705	440
40.730	503	40.755	451
40.780	497	40.806	466
40.832	490	40.856	483
40.882	484	40.907	503
40.933	480	40.958	525
40.983	476	41.009	546
41.034	476	41.059	566
41.085	476	41.110	583
41.136	478	41.160	597
41.186	481	41.212	608
41.237	485	41.262	613
41.287	492	41.313	615
41.339	499	41.363	613
41.389	506	41.414	605
41.440	514	41.465	592
41.490	522	41.516	578
41.541	528	41.566	560
41.592	534	41.617	540
41.643	538	41.667	520
41.693	540	41.718	499
41.744	541	41.769	480
41.794	540	41.820	464
41.845	536	41.870	451
41.896	532	41.921	442
41.947	525	41.971	437
41.997	518	42.023	436
42.048	509	42.073	441
42.098	500	42.124	450
42.150	492	42.174	463
42.200	485	42.225	480
42.251	478	42.276	498
42.301	472	42.327	518
42.352	469	42.378	538
42.403	466	42.428	557
42.454	467	42.479	574
42.504	470	42.529	589
42.555	475	42.581	601
42.605	481	42.631	608
42.656	489	42.682	611
42.707	498	42.732	609
42.758	507	42.783	604
42.808	517	42.834	593
42.859	526	42.885	580
42.909	534	42.935	564
42.961	541	42.986	546
43.011	545	43.036	527
43.062	549	43.088	507
43.112	549	43.138	489
43.163	548	43.189	472
43.214	544	43.239	459
43.265	538	43.290	449
43.315	530	43.340	443
43.366	521	43.392	442
43.416	510	43.442	445
43.467	500	43.493	453
43.518	490	43.543	464
43.569	480	43.594	477
43.619	472	43.645	494
43.670	465	43.696	512
43.720	460	43.746	530
43.772	459	43.797	548
43.822	459	43.847	566
43.873	462	43.899	580
43.923	467	43.949	592
43.974	475	44.000	600
44.025	484	44.050	604
44.076	495	44.101	604
44.126	506	44.152	600
44.177	517	44.203	593
44.227	528	44.253	581
44.278	538	44.304	567
44.329	546	44.354	550
44.380	552	44.405	533
44.430	558	44.456	515
44.481	557	44.507	497
44.531	555	44.557	482
44.583	552	44.608	468
44.633	544	44.658	458
44.684	535	44.710	451
44.734	525	44.760	448
44.785	514	44.811	449
44.836	501	44.861	455
44.887	489	44.912	464
44.937	478	44.963	476
44.988	468	45.014	490
45.038	460	45.064	507
45.089	454	45.115	524
45.140	452	45.165	541
45.191	451	45.216	557
45.241	454	45.267	571
45.292	460	45.318	583
45.342	468	45.368	591
45.394	479	45.419	596
45.444	490	45.469	597
45.495	503	45.521	595
45.545	516	45.571	589
45.596	529	45.622	580
45.647	540	45.672	567
45.698	550	45.723	554
45.748	558	45.774	538
45.799	562	45.825	521
45.849	566	45.875	506
45.900	563	45.926	491
45.951	559	45.976	478
46.002	552	46.027	467
46.052	542	46.078	460
46.103	531	46.129	457
46.153	518	46.179	457
46.205	504	46.230	460
46.255	490	46.280	468
46.306	478	46.332	479
46.356	466	46.382	489
46.407	456	46.433	504
46.458	449	46.483	518
46.509	445	46.534	534
46.559	444	46.585	549
46.610	447	46.636	562
46.660	453	46.686	574
46.712	462	46.737	582
46.762	472	46.787	587
46.813	485	46.838	589
46.863	499	46.889	589
46.914	513	46.940	584
46.964	527	46.990	576
47.016	541	47.041	566
47.066	552	47.091	555
47.117	561	47.143	541
47.167	567	47.193	527
47.218	570	47.244	512
47.269	570	47.294	499
47.320	566	47.345	487
47.370	559	47.396	477
47.421	550	47.447	469
47.471	537	47.497	465
47.523	523	47.548	464
47.573	507	47.598	465
47.624	493	47.649	471
47.674	479	47.700	479
47.725	465	47.751	490
47.775	454	47.801	502
47.827	446	47.852	516
47.877	440	47.902	528
47.928	438	47.954	542
47.978	440	48.004	554
48.029	445	48.055	565
48.080	454	48.105	573
48.131	465	48.156	578
48.181	479	48.207	581
48.232	494	48.258	581
48.282	509	48.308	578
48.334	525	48.359	573
48.384	540	48.409	565
48.435	553	48.460	554
48.485	563	48.511	543
48.536	571	48.562	531
48.586	575	48.612	518
48.638	577	48.663	505
48.688	572	48.713	494
48.739	565	48.765	486
48.789	556	48.815	479
48.840	545	48.866	474
48.891	529	48.916	473
48.942	513	48.967	474
48.992	497	49.018	477
49.043	481	49.069	486
49.093	466	49.119	492
49.145	454	49.170	501
49.195	444	49.220	513
49.246	437	49.272	525
49.296	434	49.322	536
49.347	434	49.373	547
49.397	439	49.423	556
49.449	448	49.474	564
49.499	458	49.524	569
49.550	473	49.576	572
49.600	488	49.626	574
49.651	504	49.677	571
49.702	521	49.727	567
49.753	537	49.778	561
49.803	551	49.829	552
49.854	563	49.880	541
49.904	573	49.930	532
49.956	578	49.981	521
50.006	580	50.031	512
50.057	578	50.083	502
50.107	571	50.133	494
50.158	563	50.184	488
50.208	551	50.234	484
50.260	536	50.285	481
50.310	519	50.335	482
50.361	502	50.387	485
50.411	484	50.437	489
50.462	469	50.488	496
50.513	455	50.538	503
50.564	443	50.589	512
50.614	435	50.640	521
50.665	431	50.691	531
50.715	431	50.741	541
50.767	434	50.792	548
50.817	441	50.842	555
50.868	452	50.894	560
50.918	466	50.944	563
50.969	482	50.995	563
51.019	498	51.045	563
51.071	516	51.096	559
51.121	534	51.146	555
51.172	549	51.198	548
51.222	562	51.248	541
51.273	573	51.299	535
51.325	580	51.349	525
51.375	583	51.400	516
51.426	581	51.451	508
51.476	577	51.502	502
51.527	568	51.552	496
51.578	556	51.603	493
51.629	542	51.653	491
51.679	525	51.705	491
51.730	508	51.755	493
51.780	489	51.806	496
51.832	473	51.856	501
51.882	458	51.907	507
51.933	445	51.957	514
51.983	435	52.009	522
52.034	429	52.059	529
52.084	428	52.110	536
52.136	430	52.160	542
52.186	436	52.211	547
52.237	446	52.262	551
52.287	459	52.313	554
52.338	475	52.363	554
52.389	493	52.414	554
52.440	510	52.464	552
52.490	528	52.516	548
52.541	544	52.566	542
52.591	559	52.617	537
52.643	571	52.667	531
52.693	579	52.718	525
52.744	584	52.768	519
52.794	584	52.820	513
52.845	580	52.870	508
52.895	574	52.921	504
52.947	561	52.971	501
52.997	548	53.022	500
53.048	532	53.073	500
53.098	514	53.124	501
53.149	495	53.174	504
53.200	478	53.225	507
53.251	462	53.275	513
53.301	448	53.327	517
53.352	437	53.377	523
53.402	429	53.428	528
53.454	426	53.478	532
53.504	427	53.529	537
53.555	432	53.579	540
53.605	442	53.631	543
53.656	453	53.681	545
53.706	470	53.732	546
53.758	486	53.782	545
53.808	504	53.833	543
53.859	522	53.884	540
53.909	540	53.935	539
53.960	555	53.985	535
54.011	568	54.036	529
54.062	578	54.086	525
54.112	584	54.138	520
54.163	586	54.188	517
54.213	584	54.239	513
54.265	578	54.289	511
54.315	567	54.340	509
54.366	553	54.390	509
54.416	538	54.442	509
54.467	520	54.493	510
54.517	502	54.543	512
54.569	484	54.594	515
54.619	467	54.644	518
54.670	452	54.696	521
54.720	441	54.746	524
54.771	431	54.797	528
54.822	427	54.847	531
54.873	425	54.898	533
54.923	429	54.949	535
54.974	437	55.000	536
55.024	448	55.050	537
55.076	463	55.101	536
55.126	480	55.151	536
55.177	498	55.203	534
55.227	516	55.253	532
55.278	534	55.304	530
55.328	550	55.354	528
55.380	564	55.405	525
55.430	575	55.455	523
55.481	582	55.507	520
55.531	585	55.557	518
55.582	584	55.608	517
55.633	579	55.658	517
55.684	571	55.709	517
55.734	558	55.760	517
55.785	543	55.811	518
55.835	525	55.861	519
55.887	508	55.912	521
55.937	490	55.962	523
55.988	473	56.014	525
56.038	457	56.064	527
56.089	444	56.115	528
56.139	434	56.165	529
56.191	429	56.216	532
56.241	427	56.266	531
56.292	429	56.318	531
56.342	435	56.368	531
56.393	446	56.419	530
56.444	458	56.469	529
56.495	475	56.520	527
56.545	491	56.571	526
56.596	511	56.622	524
56.646	527	56.672	523
56.698	544	56.723	521
56.748	559	56.773	520
56.799	571	56.825	520
56.849	579	56.875	517
56.900	583	56.926	517
56.950	584	56.976	520
57.002	580	57.027	521
57.052	574	57.077	522
57.103	562	57.129	524
57.153	548	57.179	526
57.204	532	57.230	527
57.255	512	57.280	529
57.306	496	57.331	530
57.356	478	57.382	532
57.407	464	57.433	533
57.457	450	57.483	532
57.509	439	57.534	532
57.559	432	57.584	531
57.610	429	57.636	531
57.660	429	57.686	528
57.711	434	57.737	526
57.761	443	57.787	524
57.813	454	57.838	522
57.863	470	57.888	521
57.914	486	57.940	518
57.964	504	57.990	517
58.015	521	58.041	515
58.066	537	58.091	515
58.117	552	58.142	515
58.168	565	58.193	516
58.218	574	58.244	517
58.269	580	58.294	520
58.320	582	58.345	521
58.371	579	58.395	524
58.421	573	58.447	527
