#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
12.596	605	12.622	502
12.648	557	12.673	544
12.698	505	12.723	585
12.749	451	12.775	623
12.799	399	12.825	659
12.850	351	12.876	688
12.901	313	12.926	711
12.952	281	12.977	725
13.002	260	13.028	729
13.053	253	13.079	726
13.103	257	13.129	713
13.155	273	13.180	691
13.205	299	13.230	663
13.256	334	13.282	629
13.306	379	13.332	589
13.357	428	13.383	548
13.408	481	13.433	509
13.459	534	13.484	471
13.509	583	13.534	438
13.560	628	13.586	410
13.610	664	13.636	391
13.661	691	13.687	383
13.712	704	13.737	383
13.763	705	13.788	392
13.813	698	13.839	412
13.864	677	13.890	438
13.914	645	13.940	472
13.966	605	13.991	510
14.016	557	14.041	551
14.067	507	14.093	591
14.117	454	14.143	630
14.168	404	14.194	664
14.219	357	14.244	694
14.270	319	14.295	716
14.320	287	14.345	728
14.371	265	14.397	731
14.421	259	14.447	726
14.472	263	14.498	711
14.523	277	14.548	688
14.574	302	14.599	659
14.624	337	14.650	622
14.675	379	14.701	585
14.725	428	14.751	543
14.777	478	14.802	501
14.827	530	14.852	464
14.878	578	14.904	431
14.928	621	14.954	404
14.979	658	15.005	387
15.030	684	15.055	379
15.081	698	15.106	381
15.131	701	15.156	391
15.182	692	15.208	412
15.232	672	15.258	440
15.283	641	15.309	476
15.334	603	15.359	515
15.385	557	15.410	556
15.435	508	15.461	597
15.486	458	15.512	636
15.536	408	15.562	671
15.588	364	15.613	699
15.638	324	15.663	720
15.689	294	15.715	731
15.739	273	15.765	734
15.790	266	15.816	727
15.841	270	15.866	711
15.892	282	15.917	686
15.942	307	15.968	656
15.993	341	16.019	620
16.043	381	16.069	579
16.094	427	16.120	537
16.145	476	16.170	495
16.196	527	16.221	457
16.247	572	16.272	424
16.297	615	16.323	399
16.348	650	16.373	382
16.399	677	16.424	375
16.450	690	16.474	378
16.500	693	16.526	390
16.551	684	16.576	412
16.601	666	16.627	441
16.653	637	16.677	477
16.703	599	16.728	517
16.754	556	16.779	559
16.804	508	16.830	602
16.855	459	16.880	641
16.905	412	16.931	676
16.957	367	16.981	704
17.007	331	17.032	725
17.058	302	17.083	735
17.108	281	17.134	736
17.159	274	17.184	730
17.210	277	17.235	712
17.261	289	17.285	686
17.311	314	17.337	655
17.362	345	17.387	617
17.412	382	17.438	575
17.464	429	17.488	532
17.514	477	17.539	491
17.565	525	17.590	452
17.615	569	17.641	420
17.666	610	17.691	393
17.716	645	17.742	377
17.768	668	17.792	372
17.818	682	17.843	374
17.869	684	17.894	387
17.919	677	17.945	412
17.970	659	17.995	441
18.021	631	18.046	479
18.072	595	18.096	520
18.122	552	18.148	561
18.173	507	18.198	605
18.223	460	18.249	645
18.275	414	18.299	680
18.325	373	18.350	708
18.376	335	18.401	729
18.426	307	18.452	739
18.477	289	18.502	739
18.528	282	18.553	731
18.579	285	18.603	712
18.629	297	18.654	687
18.680	320	18.705	655
18.730	351	18.756	616
18.781	389	18.806	573
18.832	432	18.857	529
18.883	478	18.907	487
18.933	523	18.959	448
18.984	567	19.009	414
19.034	606	19.060	388
19.086	638	19.110	373
19.136	661	19.161	367
19.187	674	19.212	371
19.237	676	19.263	385
19.288	669	19.314	409
19.339	650	19.364	441
19.390	623	19.415	478
19.440	589	19.465	520
19.491	548	19.517	564
19.541	504	19.567	607
19.592	458	19.618	648
19.643	414	19.668	683
19.694	374	19.719	712
19.744	340	19.770	733
19.795	314	19.821	742
19.845	297	19.871	742
19.897	290	19.922	734
19.947	293	19.972	715
19.998	305	20.024	689
20.048	328	20.074	654
20.099	358	20.125	616
20.150	395	20.175	572
20.201	436	20.226	528
20.251	480	20.276	484
20.302	523	20.328	445
20.352	567	20.378	411
20.403	603	20.429	385
20.454	633	20.479	369
20.505	655	20.530	363
20.555	666	20.581	368
20.606	668	20.632	382
20.656	661	20.682	406
20.708	643	20.733	437
20.758	615	20.783	477
20.809	582	20.835	520
20.859	543	20.885	564
20.910	500	20.936	608
20.961	457	20.986	650
21.012	415	21.037	686
21.062	377	21.088	715
21.113	345	21.139	736
21.163	319	21.189	745
21.214	304	21.240	746
21.265	298	21.290	737
21.316	301	21.341	718
21.366	314	21.392	690
21.417	336	21.443	656
21.467	365	21.493	616
21.519	401	21.544	572
21.569	442	21.594	527
21.620	484	21.646	483
21.670	527	21.696	443
21.721	564	21.747	409
21.772	600	21.797	382
21.823	628	21.848	366
21.873	648	21.899	361
21.924	658	21.950	365
21.974	660	22.000	378
22.025	652	22.051	404
22.076	633	22.101	436
22.127	607	22.152	475
22.177	575	22.203	518
22.228	537	22.254	563
22.278	496	22.304	608
22.330	454	22.355	650
22.380	414	22.405	686
22.431	378	22.457	716
22.481	347	22.507	737
22.532	324	22.558	748
22.583	311	22.608	747
22.634	306	22.659	739
22.684	309	22.710	719
22.735	323	22.761	693
22.785	344	22.811	658
22.836	373	22.862	617
22.887	409	22.912	573
22.938	447	22.963	528
22.988	487	23.014	483
23.039	527	23.065	443
23.089	565	23.115	408
23.141	599	23.166	381
23.191	625	23.216	364
23.242	643	23.268	355
23.292	652	23.318	361
23.343	651	23.369	375
23.394	643	23.419	401
23.445	625	23.470	434
23.495	598	23.521	473
23.546	566	23.572	516
23.596	529	23.622	562
23.648	490	23.673	607
23.698	450	23.723	649
23.749	412	23.774	686
23.799	378	23.825	716
23.850	349	23.876	737
23.900	328	23.926	749
23.952	316	23.977	749
24.002	312	24.027	741
24.053	317	24.079	722
24.103	331	24.129	695
24.154	354	24.180	659
24.205	383	24.230	620
24.256	417	24.281	575
24.306	454	24.332	530
24.357	493	24.383	485
24.407	532	24.433	443
24.459	567	24.484	408
24.509	599	24.534	381
24.560	623	24.585	363
24.610	639	24.636	357
24.661	646	24.687	360
24.711	645	24.737	375
24.763	635	24.788	399
24.813	616	24.838	431
24.864	590	24.890	470
24.914	557	24.940	514
24.965	522	24.991	559
25.016	482	25.041	605
25.067	444	25.092	647
25.117	410	25.143	685
25.168	376	25.194	715
25.218	350	25.244	737
25.270	331	25.295	749
25.320	321	25.345	749
25.371	318	25.396	742
25.421	325	25.447	724
25.472	339	25.498	697
25.522	362	25.548	662
25.574	392	25.599	622
25.624	425	25.649	577
25.675	463	25.701	532
25.725	499	25.751	487
25.776	536	25.802	446
25.827	570	25.852	410
25.878	599	25.903	382
25.928	622	25.954	363
25.979	635	26.005	357
26.029	642	26.055	361
26.081	639	26.106	371
26.131	627	26.156	396
26.182	608	26.208	429
26.232	580	26.258	467
26.283	550	26.309	511
26.333	514	26.359	556
26.385	476	26.410	602
26.435	439	26.460	644
26.486	404	26.512	682
26.536	373	26.562	712
26.587	350	26.613	735
26.638	332	26.663	747
26.689	324	26.714	749
26.739	323	26.765	741
26.790	330	26.816	724
26.840	347	26.866	696
26.892	370	26.917	664
26.942	400	26.967	624
26.993	433	27.019	580
27.043	469	27.069	534
27.094	508	27.120	490
27.144	542	27.170	448
27.196	574	27.221	412
27.246	602	27.271	384
27.297	622	27.323	365
27.347	633	27.373	358
27.398	638	27.424	361
27.449	634	27.474	372
27.500	620	27.525	396
27.550	600	27.576	427
27.601	573	27.627	465
27.651	541	27.677	508
27.703	506	27.728	552
27.753	469	27.778	598
27.804	432	27.830	640
27.854	399	27.880	678
27.905	370	27.931	709
27.955	348	27.981	732
28.007	333	28.032	744
28.057	326	28.082	748
28.108	326	28.134	740
28.158	336	28.184	723
28.209	354	28.235	698
28.260	379	28.285	665
28.311	406	28.336	626
28.361	441	28.387	582
28.412	476	28.438	537
28.462	514	28.488	493
28.514	548	28.539	453
28.564	579	28.589	416
28.615	605	28.641	389
28.665	623	28.691	368
28.716	633	28.742	360
28.766	636	28.792	361
28.818	632	28.843	373
28.869	615	28.893	395
28.919	594	28.945	426
28.970	566	28.995	463
29.020	531	29.046	505
29.072	497	29.096	550
29.122	460	29.147	594
29.173	426	29.198	637
29.223	393	29.249	673
29.274	366	29.299	705
29.325	345	29.350	729
29.376	332	29.400	740
29.426	327	29.452	744
29.477	329	29.502	737
29.527	341	29.553	722
29.579	360	29.603	697
29.629	384	29.654	665
29.680	414	29.704	627
29.730	450	29.756	585
29.781	485	29.806	540
29.831	522	29.857	497
29.883	555	29.907	456
29.933	585	29.958	420
29.984	608	30.009	391
30.034	625	30.060	372
30.085	634	30.110	364
30.136	635	30.161	365
30.187	628	30.211	376
30.237	611	30.263	397
30.288	587	30.313	426
30.338	559	30.364	462
30.390	525	30.414	503
30.440	490	30.465	546
30.491	453	30.515	590
30.541	419	30.567	632
30.592	388	30.617	668
30.642	362	30.668	700
30.694	342	30.718	725
30.744	331	30.769	736
30.795	327	30.820	740
30.845	330	30.871	735
30.896	344	30.921	720
30.947	364	30.972	696
30.998	390	31.022	665
31.048	422	31.074	627
31.099	456	31.124	586
31.149	492	31.175	543
31.201	528	31.225	500
31.251	561	31.276	460
31.302	590	31.326	425
31.352	613	31.378	398
31.403	629	31.428	377
31.453	635	31.479	368
31.505	633	31.529	369
31.555	625	31.580	378
31.606	608	31.631	399
31.656	583	31.682	427
31.707	552	31.732	462
31.758	518	31.783	501
31.809	483	31.834	544
31.859	447	31.885	587
31.910	413	31.936	628
31.960	382	31.986	664
32.012	356	32.037	696
32.062	338	32.087	718
32.113	328	32.139	731
32.163	326	32.189	735
32.214	332	32.240	730
32.264	345	32.290	716
32.316	368	32.341	694
32.366	395	32.391	663
32.417	428	32.443	626
32.467	463	32.493	587
32.518	499	32.544	544
32.569	535	32.594	504
32.620	568	32.645	463
32.670	595	32.696	430
32.721	618	32.747	401
32.771	631	32.797	382
32.823	637	32.848	374
32.873	635	32.898	374
32.924	624	32.950	380
32.974	606	33.000	403
33.025	580	33.051	429
33.075	547	33.101	463
33.127	513	33.152	501
33.177	477	33.202	543
33.228	441	33.254	584
33.278	407	33.304	624
33.329	376	33.355	659
33.380	352	33.405	688
33.431	335	33.456	711
33.481	326	33.507	725
33.532	324	33.558	728
33.582	332	33.608	725
33.634	347	33.659	711
33.684	370	33.709	689
33.735	399	33.761	660
33.785	431	33.811	625
33.836	468	33.862	586
33.886	505	33.912	546
33.938	541	33.963	506
33.988	573	34.013	468
34.039	601	34.065	433
34.089	622	34.115	407
34.140	635	34.166	389
34.191	640	34.216	379
34.242	637	34.267	379
34.292	624	34.318	387
34.343	604	34.369	406
34.393	576	34.419	433
34.445	545	34.470	465
34.495	509	34.520	502
34.546	472	34.572	542
34.596	435	34.622	581
34.647	401	34.673	619
34.697	371	34.723	654
34.749	347	34.774	684
34.799	330	34.824	705
34.850	322	34.876	718
34.900	323	34.926	722
34.951	331	34.977	719
35.002	347	35.027	705
35.053	371	35.078	685
35.104	401	35.129	657
35.154	435	35.180	622
35.205	472	35.230	587
35.256	510	35.281	547
35.307	546	35.331	507
35.357	579	35.383	471
35.408	606	35.433	439
35.458	627	35.484	412
35.510	639	35.534	395
35.560	644	35.585	385
35.611	640	35.635	385
35.661	625	35.687	393
35.712	603	35.737	411
35.762	576	35.788	437
35.814	543	35.838	469
35.864	506	35.889	504
35.915	468	35.940	542
35.965	431	35.991	580
36.016	396	36.041	617
36.067	366	36.092	650
36.118	342	36.142	678
36.168	327	36.194	699
36.219	319	36.244	712
36.269	319	36.295	715
36.321	328	36.345	712
36.371	347	36.396	699
36.422	372	36.446	679
36.472	402	36.498	652
36.523	437	36.548	620
36.573	475	36.599	584
36.625	513	36.649	547
36.675	550	36.700	509
36.726	583	36.751	473
36.776	610	36.802	442
36.827	630	36.852	418
36.878	641	36.903	402
36.929	646	36.953	392
36.979	640	37.005	392
37.030	626	37.055	400
37.080	604	37.106	418
37.132	575	37.156	442
37.182	541	37.207	472
37.233	504	37.257	507
37.283	465	37.309	542
37.334	428	37.359	580
37.384	392	37.410	615
37.436	362	37.460	648
37.486	338	37.511	673
37.537	322	37.562	694
37.587	316	37.613	705
37.638	317	37.663	709
37.689	327	37.714	705
37.740	346	37.764	693
37.790	371	37.816	673
37.841	403	37.866	647
37.891	439	37.917	616
37.943	477	37.967	582
37.993	516	38.018	545
38.044	553	38.068	508
38.094	586	38.120	475
38.145	614	38.171	447
38.195	634	38.221	423
38.247	646	38.272	407
38.297	648	38.322	399
38.348	643	38.374	399
38.398	628	38.424	408
38.449	606	38.475	425
38.500	575	38.525	448
38.551	541	38.576	479
38.601	503	38.627	511
38.652	464	38.678	546
38.702	426	38.728	582
38.754	390	38.779	614
38.804	360	38.829	646
38.855	336	38.881	670
38.905	320	38.931	688
38.956	313	38.982	699
39.006	314	39.032	702
39.058	325	39.083	698
39.108	343	39.133	686
39.159	369	39.185	666
39.209	402	39.235	641
39.260	439	39.286	611
39.311	478	39.336	577
39.362	517	39.387	544
39.412	555	39.438	509
39.463	589	39.489	478
39.513	617	39.539	449
39.565	637	39.590	427
39.615	649	39.640	413
39.666	652	39.692	406
39.716	645	39.742	406
39.767	631	39.793	416
39.817	607	39.843	433
39.869	577	39.894	455
39.919	542	39.944	483
39.970	503	39.996	516
40.020	463	40.046	549
40.071	425	40.097	583
40.122	388	40.147	615
40.173	358	40.198	643
40.223	334	40.249	667
40.274	318	40.300	683
40.324	310	40.350	693
40.376	312	40.401	695
40.426	323	40.451	691
40.477	342	40.503	678
40.527	370	40.553	659
40.578	402	40.604	635
40.628	438	40.654	605
40.680	478	40.705	573
40.730	518	40.755	540
40.781	555	40.807	506
40.831	590	40.857	478
40.882	618	40.908	452
40.933	638	40.958	430
40.984	651	41.009	418
41.034	654	41.060	412
41.085	647	41.111	413
41.135	632	41.161	423
41.187	608	41.212	440
41.237	578	41.262	462
41.288	543	41.314	490
41.338	503	41.364	522
41.389	464	41.415	553
41.440	424	41.465	586
41.491	388	41.516	615
41.541	357	41.566	641
41.592	332	41.618	665
41.642	316	41.668	679
41.693	310	41.719	688
41.744	310	41.769	690
41.795	323	41.820	684
41.845	341	41.871	671
41.896	367	41.922	651
41.946	400	41.972	627
41.998	437	42.023	599
42.048	477	42.073	567
42.099	518	42.125	535
42.149	556	42.175	505
42.200	590	42.226	476
42.251	619	42.276	451
42.302	640	42.327	433
42.352	651	42.377	422
42.403	655	42.429	417
42.453	649	42.479	420
42.504	634	42.530	430
42.555	611	42.580	447
42.606	578	42.631	470
42.657	543	42.682	497
42.707	505	42.733	526
42.758	465	42.783	558
42.809	425	42.834	588
42.860	389	42.884	616
42.910	357	42.936	644
42.961	333	42.986	662
43.011	316	43.037	676
43.063	309	43.087	683
43.113	310	43.138	684
43.164	320	43.188	676
43.214	339	43.240	663
43.265	367	43.290	643
43.315	399	43.341	619
43.367	436	43.391	591
43.417	476	43.442	562
43.468	516	43.493	531
43.518	554	43.544	501
43.569	589	43.594	474
43.620	618	43.645	452
43.671	639	43.695	435
43.721	652	43.747	425
43.772	655	43.797	422
43.822	650	43.848	425
43.874	634	43.898	437
43.924	611	43.949	454
43.975	581	44.000	477
44.025	546	44.051	503
44.076	507	44.101	534
44.126	467	44.152	563
44.178	427	44.202	592
44.228	390	44.253	620
44.279	358	44.304	645
44.329	333	44.355	662
44.380	316	44.405	674
44.431	309	44.456	680
44.482	310	44.506	679
44.532	319	44.558	671
44.583	339	44.608	657
44.633	365	44.659	637
44.685	397	44.709	612
44.735	434	44.760	585
44.786	474	44.811	555
44.836	514	44.862	525
44.887	553	44.912	496
44.937	588	44.963	471
44.989	617	45.013	450
45.039	639	45.064	436
45.090	651	45.115	427
45.140	655	45.166	426
45.191	650	45.216	431
45.242	634	45.267	443
45.293	612	45.317	461
45.343	582	45.369	484
45.394	547	45.419	512
45.444	508	45.470	540
45.496	468	45.520	569
45.546	428	45.571	598
45.597	393	45.622	624
45.647	360	45.673	646
45.698	336	45.724	663
45.748	318	45.774	673
45.800	310	45.825	678
45.850	311	45.875	675
45.901	320	45.927	666
45.951	338	45.977	651
46.002	363	46.028	630
46.053	396	46.078	604
46.104	433	46.129	577
46.154	472	46.180	548
46.205	512	46.231	519
46.255	550	46.281	493
46.307	585	46.332	468
46.357	614	46.382	449
46.408	637	46.434	436
46.458	648	46.484	429
46.509	652	46.535	430
46.560	649	46.585	435
46.611	634	46.636	449
46.661	613	46.686	467
46.712	583	46.738	491
46.762	549	46.788	518
46.813	511	46.839	547
46.864	471	46.889	576
46.915	432	46.940	603
46.965	395	46.991	628
47.016	363	47.042	648
47.066	338	47.092	663
47.118	321	47.143	673
47.168	313	47.193	675
47.219	312	47.245	671
47.269	322	47.295	661
47.320	340	47.346	645
47.371	363	47.396	624
47.422	395	47.447	599
47.472	432	47.497	570
47.523	470	47.549	541
47.573	509	47.599	513
47.624	548	47.650	487
47.675	582	47.700	464
47.726	611	47.751	447
47.776	634	47.802	435
47.827	645	47.853	429
47.877	650	47.903	431
47.929	647	47.954	439
47.979	633	48.004	455
48.030	612	48.056	473
48.080	584	48.106	497
48.131	550	48.157	524
48.182	512	48.207	553
48.233	473	48.258	582
48.283	434	48.308	609
48.334	398	48.360	632
48.384	367	48.410	652
48.435	341	48.461	665
48.486	325	48.511	673
48.537	316	48.562	675
48.587	315	48.613	669
48.638	322	48.664	658
48.688	339	48.714	640
48.740	364	48.765	618
48.790	395	48.815	593
48.841	430	48.867	564
48.891	468	48.917	535
48.942	507	48.968	507
48.993	544	49.018	481
49.044	578	49.069	459
49.094	607	49.120	444
49.145	629	49.171	433
49.195	642	49.221	429
49.246	648	49.272	432
49.297	645	49.322	441
49.348	632	49.373	457
49.399	612	49.424	478
49.449	583	49.475	503
49.500	550	49.525	531
49.551	512	49.576	560
49.602	475	49.626	588
49.652	437	49.678	614
49.703	401	49.728	636
49.753	370	49.779	655
49.805	345	49.829	668
49.855	328	49.880	675
49.906	320	49.931	675
49.956	319	49.982	668
50.007	326	50.032	655
50.057	342	50.083	636
50.109	366	50.133	614
50.159	396	50.184	587
50.210	430	50.235	559
50.260	467	50.286	529
50.311	505	50.336	502
50.362	541	50.387	476
50.413	575	50.437	455
50.463	603	50.489	440
50.514	625	50.539	430
50.564	637	50.590	427
50.616	642	50.640	432
50.666	640	50.691	443
50.717	628	50.742	460
50.767	608	50.793	482
50.818	581	50.843	508
50.868	549	50.894	536
50.920	513	50.944	565
50.970	476	50.995	592
51.021	439	51.046	619
51.071	405	51.097	642
51.122	374	51.147	659
51.173	350	51.198	671
51.224	333	51.248	677
51.274	324	51.300	675
51.325	323	51.350	667
51.375	330	51.401	653
51.427	346	51.451	634
51.477	368	51.502	610
51.528	398	51.553	582
51.578	431	51.604	552
51.629	466	51.654	522
51.680	503	51.705	495
51.731	539	51.755	471
51.781	572	51.806	451
51.832	599	51.857	436
51.882	620	51.908	428
51.933	633	51.958	426
51.984	638	52.009	431
52.035	634	52.059	443
52.085	623	52.111	462
52.136	605	52.161	486
52.186	579	52.212	511
52.238	548	52.262	540
52.288	514	52.313	569
52.339	477	52.364	599
52.389	441	52.415	625
52.440	408	52.466	647
52.491	378	52.516	664
52.542	355	52.567	674
52.592	338	52.617	679
52.643	330	52.669	676
52.693	328	52.719	667
52.744	335	52.770	652
52.795	350	52.820	632
52.846	372	52.871	606
52.896	399	52.922	579
52.947	431	52.973	548
52.997	466	53.023	518
53.049	502	53.074	491
53.099	537	53.124	466
53.150	568	53.176	446
53.200	595	53.226	432
53.251	615	53.277	425
53.302	627	53.327	424
53.353	632	53.378	430
53.403	630	53.428	443
53.454	619	53.480	462
53.504	600	53.530	486
53.555	576	53.581	514
53.606	546	53.631	544
53.657	512	53.682	574
53.707	477	53.733	602
53.758	443	53.784	629
53.808	411	53.834	651
53.860	382	53.885	667
53.910	359	53.935	678
53.961	343	53.987	681
54.011	334	54.037	678
54.062	333	54.088	668
54.113	341	54.138	652
54.164	355	54.189	630
54.214	376	54.240	604
54.265	403	54.291	574
54.315	434	54.341	544
54.366	467	54.392	515
54.417	501	54.442	487
54.468	535	54.493	462
54.518	565	54.544	442
54.569	591	54.595	429
54.619	610	54.645	421
54.671	622	54.696	421
54.721	626	54.746	428
54.772	624	54.798	443
54.822	613	54.848	463
54.873	595	54.899	488
54.924	572	54.949	516
54.975	543	55.000	546
55.025	511	55.051	577
55.076	477	55.102	606
55.126	444	55.152	632
55.177	412	55.203	655
55.228	385	55.253	671
55.279	363	55.304	680
55.329	349	55.355	684
55.380	340	55.406	680
55.430	340	55.456	669
55.482	346	55.507	652
55.532	360	55.557	630
55.583	382	55.609	603
55.633	407	55.659	573
55.684	436	55.710	543
55.735	469	55.760	512
55.786	501	55.811	483
55.836	534	55.862	458
55.887	562	55.913	439
55.937	586	55.963	426
55.988	605	56.014	418
56.039	616	56.064	419
56.090	621	56.115	427
56.140	619	56.166	441
56.191	608	56.217	462
56.241	589	56.267	488
56.293	567	56.318	519
56.343	539	56.368	548
56.394	508	56.420	579
56.444	476	56.470	608
56.495	444	56.521	636
56.546	414	56.571	657
56.597	388	56.622	674
56.647	367	56.673	683
56.698	354	56.724	686
56.748	346	56.774	681
56.800	346	56.825	670
56.850	353	56.875	653
56.901	367	56.926	630
56.951	387	56.977	603
57.002	411	57.028	572
57.052	441	57.078	540
57.104	471	57.129	510
57.154	503	57.179	480
57.205	534	57.231	455
57.255	560	57.281	436
57.306	583	57.332	422
57.357	601	57.382	416
57.408	610	57.433	416
57.458	615	57.484	424
57.509	611	57.535	439
57.559	600	57.585	461
57.611	583	57.636	488
57.661	561	57.686	516
57.712	534	57.737	549
57.762	505	57.788	580
57.813	474	57.839	612
57.863	443	57.889	637
57.915	415	57.940	659
57.965	391	57.990	675
58.016	371	58.042	685
58.066	358	58.092	688
58.117	352	58.143	683
58.168	353	58.193	671
58.219	359	58.244	653
58.269	373	58.295	631
58.320	392	58.346	603
58.370	417	58.396	572
58.422	445	58.447	540
