#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.472	474	58.497	509
58.523	505	58.548	479
58.573	534	58.599	454
58.624	560	58.650	434
58.674	581	58.700	420
58.726	597	58.751	413
58.776	606	58.801	414
58.827	609	58.853	423
58.877	605	58.903	438
58.928	594	58.954	460
58.979	577	59.004	486
59.030	555	59.055	516
59.080	529	59.106	548
59.131	500	59.157	580
59.181	471	59.207	610
59.233	442	59.258	638
59.283	415	59.308	661
59.334	391	59.360	677
59.384	375	59.410	686
59.435	363	59.461	689
59.485	358	59.511	684
59.537	358	59.562	673
59.587	365	59.612	655
59.638	379	59.664	631
59.688	399	59.714	603
59.739	422	59.765	572
59.790	450	59.815	540
59.841	479	59.866	508
59.891	507	59.917	479
59.942	535	59.968	452
59.992	559	60.018	432
60.044	578	60.069	419
60.094	593	60.119	412
60.145	601	60.171	412
60.195	604	60.221	421
60.246	599	60.272	437
60.296	587	60.322	459
60.348	571	60.373	486
60.398	549	60.423	516
60.449	523	60.475	548
60.499	495	60.525	581
60.550	467	60.576	611
60.601	439	60.626	638
60.652	414	60.677	661
60.702	393	60.728	678
60.753	376	60.779	687
60.803	367	60.829	691
60.855	362	60.880	686
60.905	364	60.930	674
60.956	372	60.982	656
61.006	386	61.032	632
61.057	406	61.083	603
61.107	429	61.133	572
61.159	456	61.184	540
61.209	483	61.234	509
61.260	511	61.286	477
61.310	536	61.336	452
61.361	559	61.387	432
61.412	577	61.437	418
61.463	590	61.488	411
61.513	597	61.539	411
61.564	598	61.590	420
61.614	592	61.640	436
61.666	581	61.691	457
61.716	564	61.741	484
61.767	542	61.793	514
61.817	517	61.843	546
61.868	490	61.894	579
61.918	463	61.944	610
61.970	436	61.995	638
62.021	412	62.045	661
62.071	394	62.097	678
62.122	379	62.147	688
62.172	370	62.198	691
62.224	367	62.248	686
62.274	369	62.299	675
62.325	378	62.350	658
62.375	392	62.401	633
62.426	413	62.451	605
62.477	436	62.502	575
62.528	462	62.552	541
62.578	489	62.604	510
62.629	515	62.654	479
62.679	539	62.705	453
62.731	560	62.755	432
62.781	577	62.806	418
62.832	588	62.856	411
62.882	594	62.908	411
62.933	594	62.958	419
62.983	586	63.009	435
63.035	574	63.059	456
63.085	557	63.110	482
63.136	535	63.161	513
63.186	510	63.212	546
63.237	484	63.262	577
63.288	457	63.313	609
63.339	432	63.363	637
63.389	411	63.415	660
63.440	393	63.465	677
63.490	379	63.516	687
63.542	371	63.566	690
63.592	370	63.617	686
63.643	374	63.667	674
63.693	384	63.719	659
63.744	399	63.769	633
63.794	419	63.820	608
63.846	443	63.870	576
63.896	468	63.921	543
63.947	495	63.972	511
63.997	519	64.023	481
64.048	543	64.073	455
64.099	562	64.124	433
64.150	577	64.174	420
64.200	587	64.226	412
64.251	592	64.276	412
64.301	590	64.327	419
64.353	581	64.377	434
64.403	568	64.428	455
64.454	550	64.478	482
64.504	528	64.530	511
64.555	504	64.580	543
64.605	478	64.631	576
64.657	453	64.681	606
64.707	429	64.732	634
64.758	408	64.783	658
64.808	391	64.834	674
64.859	379	64.884	684
64.910	372	64.935	689
64.961	373	64.986	685
65.011	378	65.037	674
65.062	389	65.088	657
65.112	405	65.138	634
65.164	426	65.189	608
65.214	449	65.239	577
65.265	474	65.291	544
65.315	500	65.341	513
65.366	524	65.392	483
65.416	546	65.442	457
65.468	565	65.493	436
65.518	580	65.543	421
65.569	588	65.595	414
65.619	590	65.645	413
65.670	586	65.696	421
65.721	577	65.746	435
65.772	563	65.797	456
65.822	544	65.848	481
65.873	522	65.899	510
65.923	498	65.949	541
65.975	472	66.000	573
66.025	447	66.050	604
66.076	424	66.102	631
66.126	405	66.152	654
66.177	390	66.203	671
66.227	379	66.253	682
66.279	375	66.304	687
66.329	374	66.354	683
66.380	381	66.406	672
66.430	394	66.456	657
66.481	410	66.507	635
66.532	431	66.557	607
66.583	455	66.608	580
66.633	481	66.659	547
66.684	506	66.710	515
66.734	529	66.760	486
66.786	551	66.811	460
66.836	568	66.861	438
66.887	580	66.913	424
66.937	588	66.963	416
66.988	588	67.014	415
67.038	584	67.064	422
67.090	574	67.115	436
67.140	559	67.165	456
67.191	539	67.217	481
67.241	516	67.267	509
67.292	492	67.318	541
67.343	466	67.368	571
67.394	442	67.419	601
67.444	419	67.470	629
67.495	401	67.521	651
67.545	386	67.571	669
67.597	377	67.622	680
67.647	373	67.672	684
67.698	376	67.724	681
67.748	384	67.774	671
67.799	397	67.825	655
67.849	414	67.875	633
67.901	437	67.926	607
67.951	460	67.976	579
68.002	486	68.028	547
68.052	511	68.078	517
68.103	535	68.129	488
68.154	554	68.179	463
68.205	572	68.230	442
68.256	582	68.281	428
68.306	589	68.332	420
68.357	589	68.382	418
68.408	581	68.433	425
68.459	571	68.483	437
68.509	556	68.535	457
68.560	535	68.585	481
68.610	512	68.636	509
68.662	486	68.686	538
68.712	461	68.737	569
68.763	437	68.787	599
68.813	416	68.839	625
68.864	397	68.889	648
68.914	382	68.940	664
68.966	375	68.990	675
69.016	372	69.041	680
69.067	377	69.092	677
69.117	386	69.143	668
69.168	400	69.193	653
69.219	418	69.244	632
69.270	441	69.294	607
69.320	466	69.346	578
69.371	491	69.396	549
69.421	517	69.447	519
69.473	539	69.497	491
69.523	559	69.548	466
69.574	574	69.598	446
69.624	584	69.650	431
69.675	589	69.700	423
69.725	589	69.751	422
69.777	582	69.801	428
69.827	570	69.852	441
69.878	552	69.903	459
69.928	531	69.954	481
69.979	507	70.004	510
70.030	481	70.055	538
70.081	456	70.105	568
70.131	432	70.157	596
70.182	411	70.207	622
70.232	394	70.258	644
70.284	381	70.308	660
70.334	374	70.359	671
70.385	372	70.409	675
70.435	376	70.461	674
70.486	386	70.511	665
70.536	402	70.562	650
70.588	421	70.612	631
70.638	445	70.663	605
70.689	470	70.714	578
70.739	496	70.765	550
70.790	522	70.815	521
70.841	544	70.866	494
70.892	563	70.916	470
70.942	579	70.968	450
70.993	588	71.018	437
71.043	593	71.069	428
71.095	590	71.119	426
71.145	582	71.170	432
71.196	569	71.220	445
71.246	550	71.272	461
71.297	527	71.323	483
71.347	503	71.373	511
71.399	477	71.424	538
71.449	451	71.474	566
71.500	428	71.526	594
71.550	406	71.576	619
71.601	390	71.627	640
71.652	378	71.677	657
71.703	372	71.728	668
71.753	372	71.779	672
71.804	377	71.830	670
71.854	387	71.880	661
71.906	405	71.931	646
71.956	424	71.981	627
72.007	448	72.033	606
72.057	473	72.083	579
72.108	500	72.134	550
72.158	525	72.184	523
72.210	548	72.235	496
72.260	568	72.285	473
72.311	582	72.337	454
72.361	591	72.387	441
72.412	594	72.438	433
72.463	591	72.488	432
72.514	583	72.539	437
72.564	568	72.590	448
72.615	549	72.641	465
72.665	526	72.691	487
72.717	500	72.742	508
72.767	474	72.792	538
72.818	448	72.844	566
72.868	422	72.894	593
72.919	403	72.945	617
72.969	386	72.995	637
73.021	375	73.046	652
73.071	368	73.096	662
73.122	368	73.148	666
73.172	375	73.198	664
73.223	387	73.249	656
73.274	404	73.299	642
73.325	425	73.350	625
73.375	450	73.401	603
73.426	476	73.452	576
73.476	504	73.502	550
73.528	529	73.553	523
73.578	551	73.603	498
73.629	570	73.655	476
73.679	584	73.705	458
73.730	594	73.756	446
73.780	598	73.806	438
73.832	593	73.857	437
73.882	583	73.907	442
73.933	568	73.959	453
73.983	548	74.009	467
74.034	525	74.060	492
74.085	498	74.110	513
74.136	472	74.161	540
74.186	445	74.212	566
74.237	421	74.263	591
