#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 10:39:05 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
57.509	520	57.534	508
57.559	539	57.585	509
57.610	557	57.636	510
57.660	574	57.686	511
57.711	586	57.737	514
57.762	594	57.787	514
57.813	596	57.838	516
57.863	593	57.889	518
57.914	586	57.940	520
57.964	575	57.990	521
58.016	559	58.041	520
58.066	541	58.091	521
58.117	521	58.143	521
58.167	499	58.193	520
58.218	477	58.244	519
58.269	458	58.294	517
58.320	439	58.345	516
58.370	426	58.396	514
58.421	416	58.447	511
58.471	410	58.497	509
58.522	409	58.548	506
58.573	413	58.598	504
58.624	421	58.649	501
58.674	434	58.700	499
58.725	450	58.751	498
58.775	469	58.801	496
58.827	490	58.852	498
58.877	510	58.902	499
58.928	531	58.954	501
58.978	549	59.004	503
59.029	566	59.055	505
59.080	580	59.105	508
59.131	588	59.156	512
59.181	592	59.207	515
59.232	592	59.258	520
59.282	587	59.308	522
59.333	577	59.359	525
59.384	564	59.409	526
59.435	547	59.460	529
59.485	528	59.511	530
59.536	509	59.562	530
59.586	487	59.612	528
59.638	467	59.663	526
59.688	451	59.713	524
59.739	435	59.765	519
59.789	423	59.815	515
59.840	415	59.866	511
59.891	413	59.916	506
59.942	414	59.967	502
59.992	421	60.018	499
60.043	432	60.069	493
60.093	446	60.119	490
60.145	464	60.170	488
60.195	482	60.220	489
60.246	502	60.271	490
60.296	521	60.322	491
60.347	541	60.373	492
60.397	556	60.423	498
60.449	570	60.474	502
60.499	581	60.524	508
60.550	587	60.576	514
60.600	588	60.626	520
60.651	585	60.677	525
60.702	578	60.727	530
60.753	566	60.778	533
60.803	552	60.829	537
60.854	534	60.880	538
60.904	515	60.930	538
60.956	496	60.981	537
61.006	477	61.031	535
61.057	459	61.082	531
61.107	443	61.133	527
61.158	432	61.184	521
61.208	423	61.234	513
61.260	418	61.285	508
61.310	418	61.335	501
61.361	422	61.387	495
61.411	431	61.437	490
61.462	443	61.488	486
61.513	458	61.538	482
61.564	475	61.589	480
61.614	494	61.640	482
61.665	513	61.691	482
61.715	531	61.741	486
61.767	548	61.792	490
61.817	562	61.842	496
61.868	572	61.893	503
61.918	580	61.944	510
61.969	584	61.995	518
62.019	582	62.045	525
62.071	577	62.096	531
62.121	567	62.146	538
62.172	555	62.198	542
62.222	540	62.248	546
62.273	522	62.299	546
62.324	504	62.349	546
62.375	486	62.400	544
62.425	468	62.451	540
62.476	454	62.502	534
62.526	440	62.552	527
62.578	431	62.603	519
62.628	425	62.653	511
62.679	423	62.705	502
62.729	425	62.755	495
62.780	432	62.806	488
62.830	442	62.856	480
62.882	455	62.907	477
62.932	470	62.957	473
62.983	487	63.009	472
63.033	504	63.059	474
63.084	523	63.110	477
63.135	539	63.160	482
63.186	553	63.211	488
63.236	563	63.262	497
63.287	572	63.313	505
63.337	576	63.363	514
63.389	577	63.414	523
63.439	573	63.464	532
63.490	566	63.516	539
63.540	556	63.566	545
63.591	543	63.617	550
63.641	526	63.667	553
63.693	511	63.718	554
63.743	493	63.768	551
63.794	478	63.820	548
63.844	462	63.870	542
63.895	448	63.921	534
63.946	440	63.971	526
63.997	433	64.022	516
64.047	430	64.073	506
64.098	430	64.124	496
64.148	435	64.174	486
64.200	443	64.225	479
64.250	453	64.275	473
64.301	467	64.327	467
64.351	482	64.377	465
64.402	497	64.428	465
64.452	513	64.478	469
64.504	529	64.529	473
64.554	542	64.579	480
64.605	554	64.631	489
64.655	562	64.681	499
64.706	568	64.732	510
64.758	570	64.782	520
64.808	569	64.833	529
64.859	563	64.884	540
64.909	555	64.935	548
64.960	542	64.985	554
65.011	531	65.036	559
65.062	517	65.086	560
65.112	501	65.138	559
65.163	485	65.188	556
65.213	472	65.239	550
65.265	460	65.289	542
65.315	449	65.340	532
65.366	442	65.390	522
65.416	438	65.442	510
65.467	437	65.492	499
65.517	440	65.543	487
65.569	446	65.593	478
65.619	454	65.644	470
65.670	466	65.695	464
65.720	478	65.746	460
65.771	492	65.796	459
65.822	506	65.847	461
65.873	521	65.897	465
65.923	533	65.949	473
65.974	545	65.999	481
66.024	554	66.050	492
66.076	559	66.100	503
66.126	562	66.151	516
66.177	562	66.201	527
66.227	559	66.253	539
66.278	552	66.303	549
66.328	543	66.354	556
66.380	533	66.404	562
66.430	520	66.455	565
66.481	507	66.506	565
66.531	493	66.557	563
66.582	480	66.607	557
66.633	469	66.658	549
66.684	459	66.708	540
66.734	451	66.760	528
66.785	447	66.810	516
66.835	445	66.861	503
66.887	446	66.911	489
66.937	450	66.962	479
66.988	457	67.012	469
67.038	465	67.064	461
67.089	476	67.114	456
67.139	488	67.165	454
67.191	501	67.215	454
67.241	513	67.266	458
67.292	526	67.317	465
67.342	535	67.368	474
67.393	544	67.418	486
67.444	550	67.469	498
67.495	554	67.519	510
67.545	555	67.571	523
67.596	552	67.621	537
67.646	548	67.672	548
67.698	542	67.722	557
67.748	532	67.773	564
67.799	522	67.823	569
67.849	511	67.875	570
67.900	499	67.926	569
67.950	488	67.976	564
68.002	478	68.027	556
68.052	469	68.077	546
68.103	462	68.129	535
68.153	456	68.179	522
68.204	454	68.230	508
68.255	454	68.280	495
68.306	456	68.331	481
68.356	461	68.382	470
68.407	467	68.433	461
68.457	477	68.483	454
68.509	486	68.534	450
68.559	496	68.584	449
68.610	508	68.636	452
68.660	516	68.686	458
68.711	526	68.737	467
68.761	534	68.787	477
68.813	540	68.838	490
68.863	544	68.888	503
68.914	545	68.940	519
68.964	545	68.990	533
69.015	542	69.041	545
69.066	537	69.091	557
69.117	530	69.142	565
69.167	522	69.193	571
69.218	513	69.244	574
69.268	504	69.294	573
69.320	494	69.345	570
69.370	486	69.395	563
69.421	478	69.447	554
69.471	471	69.497	542
69.522	466	69.548	529
69.572	463	69.598	513
69.624	462	69.649	500
69.674	464	69.699	484
69.725	466	69.751	473
69.775	472	69.801	462
69.826	478	69.852	453
69.877	485	69.902	448
69.928	494	69.953	446
69.978	505	70.004	447
70.029	511	70.055	452
70.079	518	70.105	460
70.131	524	70.156	470
70.181	530	70.206	483
70.232	534	70.258	497
70.282	536	70.308	512
70.333	536	70.359	528
70.383	535	70.409	541
70.435	531	70.460	554
70.485	526	70.510	564
70.536	521	70.562	571
70.586	513	70.612	575
70.637	506	70.663	576
70.688	498	70.713	573
70.739	494	70.764	567
70.789	485	70.815	559
70.840	480	70.866	547
70.890	476	70.916	535
70.942	473	70.967	521
70.992	471	71.017	505
71.043	472	71.069	490
71.093	474	71.119	477
71.144	477	71.170	464
71.194	482	71.220	454
71.246	487	71.271	447
71.296	492	71.321	443
71.347	499	71.373	444
71.397	505	71.423	447
71.448	511	71.474	454
71.499	517	71.524	463
71.550	521	71.575	476
71.601	524	71.626	490
71.651	526	71.677	506
71.702	527	71.727	521
71.753	527	71.778	535
71.804	524	71.828	550
71.854	521	71.880	561
71.905	517	71.930	570
71.955	512	71.981	576
72.007	507	72.031	578
72.057	503	72.082	577
72.108	497	72.132	573
72.158	492	72.184	565
72.209	489	72.234	555
72.259	485	72.285	541
72.311	482	72.335	528
72.361	481	72.386	510
72.412	481	72.437	496
72.462	482	72.488	480
72.513	484	72.538	469
72.564	487	72.589	456
72.615	490	72.639	448
72.665	494	72.691	444
72.716	498	72.741	442
72.766	501	72.792	444
72.818	506	72.842	449
72.868	510	72.893	459
72.919	513	72.943	469
72.969	515	72.995	484
73.020	517	73.045	498
73.070	517	73.096	515
73.122	517	73.146	530
73.172	517	73.197	545
73.223	515	73.248	557
73.273	512	73.299	567
73.324	509	73.349	575
73.375	507	73.400	578
73.426	503	73.450	579
73.476	500	73.502	575
73.527	497	73.552	570
73.577	495	73.603	559
73.629	493	73.653	547
73.679	492	73.704	533
73.730	490	73.754	518
73.780	491	73.806	502
73.831	491	73.856	489
73.881	492	73.907	473
73.933	493	73.957	461
73.983	495	74.008	451
74.034	497	74.059	445
74.084	498	74.110	442
74.135	501	74.160	443
74.186	503	74.211	446
74.237	506	74.261	454
74.287	506	74.313	465
74.338	507	74.363	478
74.388	508	74.414	492
74.440	508	74.464	508
74.490	509	74.515	524
74.541	507	74.565	539
74.591	507	74.617	552
74.642	506	74.668	564
74.692	506	74.718	572
74.744	503	74.769	578
74.794	504	74.819	579
74.845	501	74.871	577
74.895	501	74.921	572
74.946	500	74.972	564
74.997	500	75.022	552
75.048	500	75.073	539
75.098	500	75.124	524
75.149	499	75.175	509
75.199	500	75.225	493
75.251	500	75.276	479
75.301	500	75.326	466
75.352	501	75.378	455
75.402	502	75.428	448
75.453	501	75.479	444
75.503	502	75.529	442
75.555	501	75.580	445
75.605	501	75.630	452
75.656	501	75.682	461
75.706	501	75.732	473
75.757	500	75.783	487
75.808	500	75.833	502
75.859	500	75.884	517
75.909	499	75.935	533
75.960	499	75.986	547
76.010	499	76.036	558
76.062	500	76.087	568
76.112	501	76.137	574
76.163	501	76.189	577
76.213	501	76.239	577
76.264	502	76.290	573
76.314	504	76.340	566
76.366	505	76.391	555
76.416	506	76.441	544
76.467	506	76.493	530
76.517	507	76.543	516
76.568	507	76.594	499
76.619	507	76.644	485
76.670	508	76.695	472
76.720	506	76.746	461
76.771	505	76.797	452
76.821	503	76.847	446
76.873	502	76.898	444
76.923	500	76.948	445
76.974	498	77.000	450
77.024	497	77.050	458
77.075	495	77.101	469
77.125	494	77.151	483
77.177	493	77.202	496
77.227	492	77.252	511
77.278	493	77.304	526
77.328	493	77.354	540
77.379	494	77.405	552
77.430	495	77.455	563
77.481	497	77.506	570
77.531	499	77.557	574
77.582	502	77.608	576
77.632	504	77.658	573
77.684	506	77.709	567
77.734	509	77.759	558
77.785	511	77.811	548
77.835	513	77.861	536
77.886	513	77.912	522
77.937	514	77.962	506
77.988	514	78.013	491
78.038	513	78.063	478
78.089	512	78.115	466
78.139	509	78.165	457
78.190	507	78.216	450
78.241	503	78.266	447
78.292	501	78.317	447
78.342	497	78.368	451
78.393	495	78.419	456
78.443	491	78.469	466
78.495	489	78.520	477
78.545	487	78.570	491
78.596	486	78.622	502
78.646	486	78.672	520
78.697	487	78.723	532
78.748	488	78.773	546
78.799	490	78.824	557
78.849	493	78.874	565
78.900	497	78.926	570
78.950	501	78.976	573
79.001	504	79.027	572
79.052	509	79.077	568
79.103	512	79.128	561
79.154	515	79.179	551
79.204	517	79.230	539
79.255	519	79.280	526
79.306	520	79.331	512
79.357	520	79.381	498
79.407	519	79.433	485
79.458	516	79.483	473
79.508	514	79.534	463
79.560	511	79.584	455
79.610	506	79.635	451
79.661	502	79.685	449
79.711	497	79.737	451
79.762	493	79.787	457
79.812	488	79.838	464
79.864	486	79.888	474
79.914	482	79.939	487
79.965	481	79.990	499
80.015	480	80.041	513
80.066	482	80.091	526
80.117	483	80.142	539
80.168	485	80.192	550
80.218	490	80.244	558
80.269	492	80.294	565
80.319	498	80.345	568
80.371	503	80.395	569
80.421	508	80.446	566
80.472	513	80.497	561
80.522	518	80.548	553
80.573	521	80.598	542
80.623	524	80.649	530
80.675	526	80.699	518
80.725	526	80.750	505
80.776	525	80.801	491
80.826	523	80.852	479
80.877	519	80.902	469
80.928	514	80.953	461
80.979	509	81.003	456
81.029	504	81.055	453
81.080	498	81.105	454
81.130	493	81.156	457
81.182	487	81.206	463
81.232	481	81.257	472
81.283	479	81.308	483
81.333	476	81.359	496
81.384	475	81.409	508
81.434	475	81.460	520
81.486	476	81.510	532
81.536	478	81.561	543
81.587	484	81.612	553
81.637	489	81.663	559
81.688	494	81.713	564
81.739	502	81.764	565
81.790	507	81.814	564
81.840	513	81.866	560
81.891	519	81.916	553
81.941	524	81.967	545
81.993	528	82.017	533
82.043	530	82.068	522
82.094	531	82.119	510
82.144	530	82.170	498
82.195	529	82.221	486
82.245	524	82.271	476
82.297	519	82.322	468
82.347	514	82.372	462
82.398	507	82.424	458
82.448	500	82.474	457
82.499	493	82.525	460
82.550	487	82.575	465
82.601	481	82.626	471
82.651	476	82.677	480
82.702	472	82.728	492
82.752	470	82.778	504
82.804	470	82.829	514
82.854	471	82.879	527
82.905	474	82.931	537
82.955	477	82.981	546
83.006	484	83.032	553
83.057	491	83.082	558
83.108	497	83.133	560
83.158	505	83.183	560
83.209	513	83.235	557
83.259	520	83.285	553
83.310	526	83.336	544
83.361	531	83.386	537
83.412	534	83.437	526
83.462	536	83.488	514
