#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.471	490	58.497	517
58.523	517	58.547	518
58.573	542	58.598	518
58.624	565	58.649	519
58.674	585	58.700	521
58.725	600	58.750	522
58.776	611	58.801	523
58.827	617	58.851	525
58.877	615	58.903	527
58.928	609	58.953	528
58.978	596	59.004	530
59.030	579	59.054	531
59.080	558	59.105	532
59.131	534	59.156	532
59.181	510	59.207	531
59.232	484	59.257	530
59.282	460	59.308	529
59.334	437	59.358	527
59.384	419	59.409	524
59.435	405	59.460	522
59.485	396	59.511	518
59.536	393	59.561	517
59.587	395	59.612	513
59.638	404	59.662	511
59.688	417	59.714	509
59.739	434	59.764	507
59.789	457	59.815	506
59.841	481	59.865	506
59.891	505	59.916	506
59.942	531	59.967	508
59.992	554	60.018	509
60.043	575	60.069	513
60.093	591	60.119	517
60.145	604	60.170	520
60.195	611	60.220	524
60.246	611	60.272	529
60.296	608	60.322	532
60.347	598	60.373	536
60.398	585	60.423	539
60.449	566	60.474	541
60.499	544	60.525	542
60.550	520	60.576	542
60.600	495	60.626	542
60.652	471	60.677	539
60.702	448	60.727	537
60.753	429	60.779	533
60.803	413	60.829	528
60.854	403	60.880	521
60.905	398	60.930	517
60.956	398	60.981	511
61.006	403	61.031	507
61.057	414	61.083	502
61.107	430	61.133	498
61.158	450	61.184	496
61.209	472	61.234	495
61.260	496	61.285	495
61.310	520	61.336	495
61.361	543	61.387	500
61.411	564	61.437	503
61.463	582	61.488	508
61.513	596	61.538	516
61.564	604	61.590	520
61.614	608	61.640	528
61.665	606	61.691	535
61.716	600	61.741	540
61.767	587	61.792	545
61.817	570	61.842	549
61.868	550	61.894	551
61.918	528	61.944	553
61.969	505	61.995	552
62.020	482	62.045	550
62.071	460	62.096	546
62.121	440	62.147	541
62.172	423	62.198	535
62.222	411	62.248	527
62.274	404	62.299	520
62.324	402	62.349	513
62.375	406	62.401	505
62.425	414	62.451	497
62.476	427	62.502	492
62.527	444	62.552	488
62.578	463	62.603	485
62.628	485	62.653	485
62.679	509	62.705	485
62.729	532	62.755	489
62.780	553	62.806	493
62.831	571	62.856	500
62.882	586	62.907	507
62.932	596	62.958	515
62.983	602	63.009	524
63.033	602	63.059	533
63.085	597	63.110	541
63.135	588	63.160	549
63.186	574	63.212	555
63.236	556	63.262	560
63.287	537	63.313	562
63.338	514	63.363	563
63.389	492	63.414	560
63.439	471	63.465	557
63.490	451	63.516	550
63.540	434	63.566	542
63.591	422	63.617	535
63.642	412	63.667	526
63.693	409	63.718	514
63.744	410	63.769	505
63.794	417	63.820	496
63.845	428	63.870	488
63.896	441	63.921	481
63.947	459	63.971	477
63.997	479	64.023	475
64.048	500	64.073	475
64.098	521	64.124	478
64.150	541	64.174	482
64.200	560	64.225	490
64.251	575	64.276	498
64.301	586	64.327	508
64.352	593	64.377	520
64.402	595	64.428	531
64.454	593	64.478	541
64.504	586	64.529	551
64.555	575	64.580	559
64.605	557	64.631	566
64.656	541	64.681	570
64.707	523	64.732	571
64.758	502	64.782	570
64.808	482	64.834	566
64.859	462	64.884	560
64.909	446	64.935	552
64.961	432	64.985	542
65.011	423	65.036	531
65.062	417	65.087	519
65.112	416	65.138	507
65.163	419	65.188	496
65.213	429	65.239	485
65.265	441	65.289	476
65.315	456	65.340	470
65.366	473	65.391	466
65.416	491	65.442	466
65.467	512	65.492	468
65.518	531	65.543	473
65.569	548	65.593	481
65.619	563	65.645	489
65.670	575	65.695	501
65.720	584	65.746	512
65.772	588	65.796	526
65.822	586	65.847	539
65.873	582	65.898	551
65.923	572	65.949	561
65.974	560	65.999	570
66.025	545	66.050	576
66.076	528	66.100	579
66.126	510	66.151	579
66.177	491	66.202	576
66.227	473	66.253	570
66.278	458	66.303	562
66.329	444	66.354	550
66.380	434	66.404	538
66.430	427	66.456	526
66.481	424	66.506	511
66.531	426	66.557	498
66.583	432	66.607	485
66.633	442	66.658	474
66.684	453	66.709	466
66.734	469	66.760	460
66.785	487	66.811	458
66.836	503	66.861	458
66.887	521	66.912	463
66.937	537	66.962	470
66.988	552	67.014	481
67.038	564	67.064	492
67.089	572	67.115	505
67.140	577	67.165	520
67.191	578	67.216	535
67.241	575	67.267	549
67.292	569	67.318	561
67.342	559	67.368	572
67.394	546	67.419	580
67.444	532	67.469	584
67.495	516	67.521	586
67.545	499	67.571	584
67.596	483	67.622	580
67.647	468	67.672	571
67.698	456	67.723	560
67.748	445	67.773	546
67.799	438	67.825	532
67.849	434	67.875	517
67.900	435	67.926	501
67.951	438	67.976	487
68.002	445	68.027	474
68.052	455	68.078	464
68.103	467	68.129	456
68.153	483	68.179	452
68.205	497	68.230	451
68.255	514	68.280	454
68.306	527	68.332	461
68.356	541	68.382	470
68.407	552	68.433	483
68.458	561	68.483	497
68.509	566	68.534	513
68.559	569	68.585	529
68.610	568	68.636	545
68.660	562	68.686	559
68.711	556	68.737	572
68.762	546	68.787	582
68.813	534	68.838	588
68.863	519	68.889	592
68.914	506	68.940	592
68.964	492	68.990	587
69.016	479	69.041	580
69.066	467	69.091	569
69.117	457	69.143	556
69.167	450	69.193	540
69.218	445	69.244	524
69.269	444	69.294	507
69.320	446	69.345	491
69.370	451	69.396	476
69.421	458	69.447	463
69.471	468	69.497	454
69.522	478	69.548	448
69.573	491	69.598	445
69.624	506	69.649	447
69.674	519	69.700	452
69.725	530	69.751	462
69.775	540	69.801	473
69.827	549	69.852	488
69.877	555	69.902	505
69.928	558	69.954	522
69.978	558	70.004	540
70.029	555	70.055	556
70.080	551	70.105	570
70.131	542	70.156	582
70.181	534	70.207	590
70.232	521	70.258	596
70.282	511	70.308	597
70.333	499	70.359	595
70.384	488	70.409	588
70.435	477	70.460	577
70.485	469	70.511	565
70.536	462	70.562	548
70.586	457	70.612	531
70.638	455	70.663	513
70.688	455	70.713	496
70.739	459	70.765	479
70.789	464	70.815	465
70.840	472	70.866	454
70.891	479	70.916	446
70.942	490	70.967	441
70.992	500	71.018	441
71.043	512	71.069	445
71.093	521	71.119	453
71.145	530	71.170	464
71.195	537	71.220	480
71.246	543	71.271	497
71.296	546	71.322	514
71.347	548	71.373	533
71.397	547	71.423	550
71.449	543	71.474	566
71.499	538	71.524	580
71.550	531	71.576	591
71.600	522	71.626	598
71.651	514	71.677	601
71.702	504	71.727	599
71.753	495	71.778	594
71.803	487	71.829	585
71.854	479	71.880	572
71.904	473	71.930	557
71.956	468	71.981	540
72.006	466	72.031	522
72.057	466	72.082	503
72.107	467	72.133	485
72.158	471	72.184	469
72.208	476	72.234	455
72.260	482	72.285	446
72.310	489	72.335	439
72.361	498	72.387	437
72.411	506	72.437	440
72.462	514	72.488	447
72.513	521	72.538	457
72.564	527	72.589	472
72.614	532	72.640	487
72.665	535	72.691	505
72.715	536	72.741	525
72.767	537	72.792	543
72.817	533	72.842	561
72.868	531	72.893	576
72.918	525	72.944	589
72.969	520	72.995	597
73.019	514	73.045	602
73.071	507	73.096	603
73.121	500	73.146	600
73.172	494	73.198	591
73.222	488	73.248	581
73.273	484	73.299	564
73.324	480	73.349	547
73.375	478	73.400	530
73.425	477	73.451	509
73.476	477	73.502	492
73.526	480	73.552	474
73.578	483	73.603	459
73.628	487	73.653	447
73.679	491	73.705	439
73.729	498	73.755	435
73.780	503	73.806	436
73.830	509	73.856	442
73.882	513	73.907	451
73.932	518	73.957	463
73.983	521	74.009	479
74.033	524	74.059	497
74.084	525	74.110	516
74.135	525	74.160	537
74.186	525	74.211	555
74.236	523	74.262	571
74.287	520	74.313	585
74.337	516	74.363	596
74.389	512	74.414	602
74.439	507	74.464	604
74.490	504	74.516	603
74.540	500	74.566	596
74.591	496	74.617	586
74.641	494	74.667	572
74.693	491	74.718	556
74.743	490	74.768	538
74.794	489	74.820	519
74.844	489	74.870	500
74.895	490	74.921	482
74.946	492	74.971	465
74.997	494	75.022	452
75.047	496	75.073	442
75.098	500	75.124	437
75.148	503	75.174	435
75.200	506	75.225	438
75.250	508	75.275	446
75.301	511	75.327	457
75.351	512	75.377	472
75.402	513	75.428	489
75.452	514	75.478	508
75.504	514	75.529	526
75.554	514	75.579	546
75.605	512	75.631	564
75.655	511	75.681	579
75.706	509	75.732	591
75.757	506	75.782	600
75.808	505	75.833	603
75.858	504	75.884	603
75.909	502	75.935	599
75.959	501	75.985	590
76.011	499	76.036	578
76.061	500	76.086	564
76.112	499	76.138	544
76.162	500	76.188	526
76.213	500	76.239	507
76.263	501	76.289	489
76.315	501	76.340	472
76.366	502	76.390	457
76.416	503	76.442	446
76.467	503	76.492	439
76.517	504	76.543	435
76.569	504	76.593	437
76.619	505	76.644	443
76.670	505	76.695	453
76.720	505	76.746	466
76.771	505	76.796	482
76.822	504	76.847	500
76.873	503	76.897	519
76.923	503	76.949	537
76.974	502	76.999	556
77.024	503	77.050	572
77.076	503	77.100	585
77.126	504	77.151	595
77.177	503	77.201	601
77.227	503	77.253	602
77.278	504	77.303	600
