#Creator: pendulumEventBuffer
#Creation time: Tue Jan  1 01:30:49 2013
#Time	Period	Transit time
#[s]	[s]	[s]
73.696229	2.130106	0.014206
74.761252	2.129970	0.014248
75.826199	2.129832	0.014294
76.891084	2.129683	0.014336
77.955882	2.129532	0.014376
79.020616	2.129407	0.014420
80.085289	2.129280	0.014462
81.149896	2.129138	0.014508
82.214427	2.128998	0.014554
83.278894	2.128867	0.014596
84.343294	2.128740	0.014640
85.407634	2.128616	0.014684
86.471910	2.128494	0.014728
87.536128	2.128362	0.014772
88.600272	2.128221	0.014820
89.664349	2.128090	0.014866
90.728362	2.127968	0.014908
91.792317	2.127839	0.014950
92.856201	2.127711	0.014994
93.920028	2.127597	0.015040
94.983798	2.127483	0.015084
96.047511	2.127354	0.015130
97.111152	2.127224	0.015176
98.174735	2.127111	0.015218
99.238263	2.127002	0.015262
100.301737	2.126884	0.015310
101.365147	2.126764	0.015358
102.428501	2.126649	0.015402
103.491796	2.126542	0.015444
104.555043	2.126432	0.015490
105.618228	2.126313	0.015540
106.681356	2.126198	0.015588
107.744426	2.126087	0.015632
108.807443	2.125977	0.015678
109.870403	2.125866	0.015722
110.933309	2.125756	0.015766
111.996159	2.125647	0.015814
113.058956	2.125536	0.015860
114.121695	2.125429	0.015906
115.184385	2.125327	0.015954
116.247022	2.125221	0.016004
117.309606	2.125114	0.016052
118.372136	2.125007	0.016096
119.434613	2.124894	0.016142
120.497030	2.124787	0.016188
121.559400	2.124680	0.016236
122.621710	2.124576	0.016284
123.683976	2.124483	0.016332
124.746193	2.124391	0.016378
125.808367	2.124291	0.016426
126.870484	2.124184	0.016476
127.932551	2.124086	0.016522
128.994570	2.123995	0.016572
130.056546	2.123898	0.016624
131.118468	2.123795	0.016672
132.180341	2.123689	0.016718
133.242157	2.123585	0.016766
134.303926	2.123494	0.016816
135.365651	2.123404	0.016866
136.427330	2.123311	0.016916
137.488962	2.123225	0.016964
138.550555	2.123137	0.017014
139.612099	2.123031	0.017066
140.673586	2.122938	0.017116
141.735037	2.122850	0.017166
142.796436	2.122747	0.017216
143.857784	2.122653	0.017264
144.919089	2.122562	0.017314
145.980346	2.122477	0.017364
147.041566	2.122401	0.017416
148.102747	2.122316	0.017466
149.163882	2.122210	0.017516
150.224957	2.122116	0.017570
151.285998	2.122037	0.017620
152.346994	2.121947	0.017668
153.407945	2.121858	0.017718
154.468852	2.121778	0.017772
155.529723	2.121692	0.017822
156.590544	2.121602	0.017872
157.651325	2.121502	0.017926
158.712046	2.121404	0.017980
159.772729	2.121326	0.018034
160.833372	2.121239	0.018084
161.893968	2.121150	0.018136
162.954522	2.121079	0.018188
164.015047	2.121016	0.018242
165.075538	2.120941	0.018296
166.135988	2.120857	0.018348
167.196395	2.120780	0.018402
168.256768	2.120704	0.018456
169.317099	2.120631	0.018510
170.377399	2.120555	0.018566
171.437654	2.120476	0.018620
172.497875	2.120400	0.018674
173.558054	2.120325	0.018728
174.618200	2.120247	0.018780
175.678301	2.120167	0.018834
176.738367	2.120098	0.018890
177.798399	2.120028	0.018942
178.858395	2.119947	0.018994
179.918346	2.119871	0.019052
180.978266	2.119806	0.019112
182.038152	2.119733	0.019168
183.097999	2.119652	0.019222
184.157804	2.119584	0.019280
185.217583	2.119518	0.019334
186.277322	2.119446	0.019388
187.337029	2.119377	0.019446
188.396699	2.119306	0.019502
189.456335	2.119233	0.019562
190.515932	2.119163	0.019616
191.575498	2.119094	0.019672
192.635026	2.119026	0.019732
193.694524	2.118954	0.019788
194.753980	2.118880	0.019844
195.813404	2.118815	0.019904
196.872795	2.118761	0.019962
197.932165	2.118687	0.020018
198.991482	2.118606	0.020076
200.050771	2.118550	0.020134
201.110032	2.118493	0.020192
202.169264	2.118422	0.020252
203.228454	2.118357	0.020312
204.287621	2.118299	0.020370
205.346753	2.118234	0.020430
206.405855	2.118163	0.020490
207.464916	2.118094	0.020548
208.523949	2.118030	0.020606
209.582946	2.117964	0.020664
210.641913	2.117902	0.020726
211.700848	2.117840	0.020784
212.759753	2.117780	0.020842
213.818628	2.117724	0.020904
214.877477	2.117657	0.020966
215.936285	2.117588	0.021026
216.995065	2.117522	0.021086
218.053807	2.117462	0.021150
219.112527	2.117412	0.021214
220.171219	2.117354	0.021274
221.229881	2.117294	0.021334
222.288513	2.117231	0.021394
223.347112	2.117169	0.021456
224.405682	2.117115	0.021520
225.464227	2.117051	0.021582
226.522733	2.116990	0.021646
227.581217	2.116945	0.021710
228.639678	2.116892	0.021768
229.698109	2.116831	0.021826
230.756509	2.116778	0.021894
231.814887	2.116721	0.021966
232.873230	2.116666	0.022028
233.931553	2.116610	0.022086
234.989840	2.116554	0.022148
236.048107	2.116496	0.022214
237.106336	2.116436	0.022276
238.164543	2.116395	0.022338
239.222731	2.116348	0.022406
240.280891	2.116277	0.022474
241.339008	2.116216	0.022540
242.397107	2.116172	0.022606
243.455180	2.116121	0.022672
244.513228	2.116071	0.022740
245.571251	2.116026	0.022806
246.629254	2.115976	0.022872
247.687227	2.115927	0.022938
248.745181	2.115874	0.023002
249.803101	2.115819	0.023066
250.861000	2.115768	0.023136
251.918869	2.115720	0.023206
252.976720	2.115681	0.023272
254.034550	2.115637	0.023340
255.092357	2.115584	0.023410
256.150134	2.115530	0.023480
257.207887	2.115480	0.023546
258.265614	2.115434	0.023608
259.323321	2.115396	0.023678
260.381010	2.115354	0.023752
261.438675	2.115303	0.023818
262.496313	2.115262	0.023886
263.553937	2.115220	0.023958
264.611533	2.115167	0.024026
265.669104	2.115114	0.024096
266.726647	2.115064	0.024170
267.784168	2.115019	0.024240
268.841666	2.114985	0.024308
269.899153	2.114937	0.024378
270.956603	2.114878	0.024450
272.014031	2.114834	0.024522
273.071437	2.114802	0.024594
274.128833	2.114760	0.024666
275.186197	2.114706	0.024738
276.243539	2.114661	0.024810
277.300858	2.114624	0.024880
278.358163	2.114583	0.024954
279.415441	2.114541	0.025026
280.472704	2.114501	0.025100
281.529942	2.114453	0.025176
282.587157	2.114397	0.025246
283.644339	2.114348	0.025318
284.701505	2.114311	0.025394
285.758650	2.114273	0.025468
286.815778	2.114233	0.025540
287.872883	2.114189	0.025614
288.929967	2.114144	0.025690
289.987027	2.114099	0.025766
291.044066	2.114044	0.025840
292.101071	2.113993	0.025914
293.158059	2.113960	0.025990
294.215031	2.113933	0.026066
295.271992	2.113895	0.026144
296.328926	2.113854	0.026224
297.385846	2.113817	0.026300
298.442743	2.113779	0.026374
299.499625	2.113731	0.026450
300.556474	2.113678	0.026524
301.613303	2.113642	0.026602
302.670116	2.113611	0.026684
303.726914	2.113566	0.026764
304.783682	2.113526	0.026844
305.840440	2.113489	0.026924
306.897171	2.113448	0.027002
307.953888	2.113403	0.027076
309.010574	2.113364	0.027152
310.067252	2.113342	0.027232
311.123916	2.113302	0.027316
312.180554	2.113247	0.027396
313.237163	2.113218	0.027474
314.293772	2.113195	0.027556
315.350358	2.113154	0.027636
316.406926	2.113115	0.027720
317.463473	2.113079	0.027802
318.520005	2.113037	0.027882
319.576510	2.112994	0.027964
320.632999	2.112961	0.028046
321.689471	2.112929	0.028126
322.745928	2.112895	0.028208
323.802366	2.112859	0.028284
324.858787	2.112816	0.028366
325.915182	2.112777	0.028456
326.971564	2.112749	0.028540
328.027931	2.112718	0.028626
329.084282	2.112690	0.028704
330.140621	2.112657	0.028782
331.196939	2.112621	0.028866
332.253242	2.112587	0.028952
333.309526	2.112546	0.029040
334.365788	2.112501	0.029124
335.422027	2.112483	0.029206
336.478271	2.112425	0.029298
337.534452	2.112365	0.029384
338.590636	2.112365	0.029464
339.646817	2.112338	0.029550
340.702974	2.112301	0.029636
341.759118	2.112266	0.029720
342.815240	2.112234	0.029808
343.871352	2.112178	0.029896
344.927418	2.112135	0.029984
345.983487	2.112121	0.030074
347.039539	2.112104	0.030158
348.095591	2.112071	0.030246
349.151610	2.112033	0.030336
350.207624	2.111989	0.030416
351.263599	2.111942	0.030502
352.319566	2.111911	0.030596
353.375510	2.111886	0.030688
354.431452	2.111864	0.030780
355.487374	2.111817	0.030868
356.543269	2.111770	0.030958
357.599144	2.111744	0.031044
358.655013	2.111720	0.031134
359.710864	2.111676	0.031224
360.766689	2.111618	0.031306
361.822482	2.111583	0.031396
362.878272	2.111565	0.031484
363.934047	2.111538	0.031574
364.989810	2.111498	0.031664
366.045545	2.111458	0.031750
367.101268	2.111437	0.031840
368.156982	2.111418	0.031932
369.212686	2.111386	0.032020
370.268368	2.111348	0.032104
371.324034	2.111327	0.032192
372.379695	2.111315	0.032282
373.435349	2.111283	0.032370
374.490978	2.111246	0.032460
375.546595	2.111246	0.032550
376.602224	2.111207	0.032636
377.657802	2.111126	0.032724
378.713350	2.111135	0.032812
379.768937	2.111134	0.032902
380.824484	2.111094	0.032996
381.880031	2.111065	0.033086
382.935549	2.111032	0.033178
383.991063	2.110987	0.033270
385.046536	2.110953	0.033352
386.102016	2.110951	0.033444
387.157487	2.110932	0.033546
388.212948	2.110882	0.033640
389.268369	2.110833	0.033734
390.323781	2.110821	0.033826
391.379190	2.110803	0.033916
392.434584	2.110784	0.034008
393.489974	2.110769	0.034100
394.545353	2.110751	0.034194
395.600725	2.110736	0.034290
396.656089	2.110709	0.034386
397.711434	2.110677	0.034476
398.766766	2.110652	0.034572
399.822086	2.110625	0.034664
400.877391	2.110603	0.034758
401.932689	2.110582	0.034862
402.987973	2.110560	0.034962
404.043249	2.110555	0.035062
405.098528	2.110550	0.035156
406.153799	2.110553	0.035246
407.209081	2.110532	0.035342
408.264331	2.110493	0.035446
409.319574	2.110467	0.035544
410.374798	2.110451	0.035640
411.430025	2.110434	0.035734
412.485232	2.110412	0.035832
413.540437	2.110400	0.035938
414.595632	2.110381	0.036032
415.650818	2.110360	0.036128
416.705992	2.110336	0.036228
417.761154	2.110308	0.036328
418.816300	2.110290	0.036432
419.871444	2.110263	0.036528
420.926563	2.110238	0.036626
421.981682	2.110223	0.036728
423.036786	2.110206	0.036832
424.091888	2.110182	0.036936
425.146968	2.110155	0.037036
426.202043	2.110135	0.037138
427.257103	2.110126	0.037242
428.312169	2.110100	0.037338
429.367203	2.110066	0.037438
430.422235	2.110051	0.037546
431.477254	2.110030	0.037652
432.532265	2.110008	0.037750
433.587262	2.109996	0.037852
434.642261	2.109964	0.037966
435.697226	2.109920	0.038076
436.752181	2.109907	0.038178
437.807133	2.109885	0.038274
438.862066	2.109872	0.038384
439.917005	2.109873	0.038498
440.971939	2.109856	0.038602
442.026861	2.109833	0.038702
443.081772	2.109795	0.038804
444.136656	2.109770	0.038912
445.191542	2.109763	0.039024
446.246419	2.109762	0.039134
447.301304	2.109746	0.039240
448.356165	2.109730	0.039346
449.411034	2.109711	0.039456
450.465876	2.109685	0.039564
451.520719	2.109674	0.039678
452.575550	2.109662	0.039792
453.630381	2.109631	0.039898
454.685181	2.109598	0.040006
455.739979	2.109588	0.040114
456.794769	2.109570	0.040226
457.849549	2.109541	0.040342
458.904310	2.109519	0.040444
459.959068	2.109507	0.040552
461.013817	2.109494	0.040674
462.068562	2.109464	0.040788
463.123281	2.109441	0.040894
464.178003	2.109437	0.041006
465.232718	2.109422	0.041128
466.287425	2.109401	0.041246
467.342119	2.109378	0.041354
468.396803	2.109353	0.041466
469.451472	2.109341	0.041584
470.506144	2.109327	0.041704
471.560799	2.109310	0.041822
472.615454	2.109286	0.041940
473.670085	2.109259	0.042058
474.724713	2.109253	0.042166
475.779338	2.109248	0.042280
476.833961	2.109237	0.042406
477.888575	2.109226	0.042530
478.943187	2.109202	0.042650
479.997777	2.109164	0.042766
481.052351	2.109144	0.042882
482.106921	2.109148	0.043002
483.161499	2.109145	0.043122
484.216066	2.109126	0.043240
485.270625	2.109100	0.043362
486.325166	2.109077	0.043488
487.379702	2.109054	0.043612
488.434220	2.109033	0.043732
489.488735	2.109018	0.043854
490.543238	2.109013	0.043984
491.597748	2.108987	0.044108
492.652225	2.108963	0.044230
493.706711	2.108961	0.044350
494.761186	2.108949	0.044472
495.815660	2.108933	0.044600
496.870119	2.108923	0.044726
497.924583	2.108896	0.044850
498.979015	2.108863	0.044974
500.033446	2.108849	0.045096
501.087864	2.108844	0.045224
502.142290	2.108843	0.045360
503.196707	2.108839	0.045482
504.251129	2.108820	0.045606
505.305527	2.108802	0.045730
506.359931	2.108779	0.045858
507.414306	2.108763	0.045996
508.468694	2.108754	0.046124
509.523060	2.108707	0.046248
510.577401	2.108675	0.046378
511.631735	2.108684	0.046510
512.686085	2.108674	0.046642
513.740409	2.108659	0.046774
514.794744	2.108649	0.046904
515.849058	2.108628	0.047028
516.903372	2.108599	0.047160
517.957657	2.108581	0.047298
519.011953	2.108595	0.047434
520.066252	2.108583	0.047568
521.120536	2.108534	0.047700
522.174786	2.108503	0.047836
523.229039	2.108523	0.047962
524.283309	2.108529	0.048094
525.337568	2.108499	0.048228
526.391808	2.108476	0.048364
527.446044	2.108469	0.048504
528.500277	2.108455	0.048638
529.554499	2.108428	0.048778
530.608705	2.108415	0.048918
531.662914	2.108391	0.049056
532.717096	2.108375	0.049184
533.771289	2.108356	0.049322
534.825452	2.108332	0.049468
535.879621	2.108309	0.049598
536.933761	2.108290	0.049726
537.987911	2.108298	0.049870
539.042059	2.108284	0.050014
540.096195	2.108257	0.050150
541.150316	2.108264	0.050280
542.204459	2.108233	0.050414
543.258549	2.108186	0.050558
544.312645	2.108191	0.050702
545.366740	2.108196	0.050840
546.420841	2.108187	0.050982
547.474927	2.108175	0.051122
548.529016	2.108150	0.051260
549.583077	2.108126	0.051406
550.637142	2.108114	0.051548
551.691191	2.108096	0.051686
552.745238	2.108093	0.051828
553.799284	2.108092	0.051980
554.853330	2.108069	0.052124
555.907353	2.108052	0.052262
556.961382	2.108035	0.052408
558.015388	2.108004	0.052548
559.069386	2.108006	0.052684
560.123394	2.108015	0.052832
561.177401	2.107982	0.052982
562.231376	2.107961	0.053124
563.285362	2.107948	0.053264
564.339324	2.107928	0.053412
565.393290	2.107927	0.053560
566.447251	2.107936	0.053702
567.501226	2.107917	0.053852
568.555168	2.107880	0.054000
569.609106	2.107855	0.054148
570.663023	2.107836	0.054298
571.716942	2.107815	0.054440
572.770838	2.107807	0.054584
573.824749	2.107815	0.054738
574.878653	2.107804	0.054886
575.932553	2.107786	0.055034
576.986439	2.107786	0.055178
578.040339	2.107760	0.055322
579.094199	2.107710	0.055466
580.148049	2.107697	0.055614
581.201896	2.107700	0.055768
582.255749	2.107693	0.055922
583.309589	2.107680	0.056074
584.363429	2.107650	0.056222
585.417239	2.107636	0.056362
586.471065	2.107643	0.056514
587.524882	2.107639	0.056680
588.578704	2.107626	0.056832
589.632508	2.107609	0.056984
590.686313	2.107606	0.057142
591.740114	2.107607	0.057296
592.793920	2.107591	0.057444
593.847705	2.107578	0.057594
594.901498	2.107571	0.057752
595.955276	2.107561	0.057908
597.009059	2.107546	0.058062
598.062822	2.107529	0.058216
599.116588	2.107512	0.058380
600.170334	2.107497	0.058536
601.224085	2.107487	0.058690
602.277821	2.107479	0.058846
603.331564	2.107469	0.059000
604.385290	2.107460	0.059160
605.439024	2.107446	0.059320
606.492736	2.107428	0.059488
607.546452	2.107425	0.059652
608.600161	2.107412	0.059810
609.653864	2.107390	0.059968
610.707551	2.107368	0.060126
611.761232	2.107372	0.060284
612.814923	2.107370	0.060446
613.868602	2.107335	0.060608
614.922258	2.107327	0.060764
615.975929	2.107321	0.060926
617.029579	2.107300	0.061094
618.083229	2.107294	0.061254
619.136873	2.107292	0.061410
620.190521	2.107276	0.061578
621.244149	2.107263	0.061746
622.297784	2.107241	0.061908
623.351390	2.107220	0.062072
624.405004	2.107220	0.062236
625.458610	2.107220	0.062392
626.512224	2.107188	0.062556
627.565798	2.107192	0.062728
628.619416	2.107200	0.062900
629.672998	2.107170	0.063064
630.726586	2.107159	0.063228
631.780157	2.107148	0.063390
632.833734	2.107140	0.063556
633.887297	2.107133	0.063734
634.940867	2.107146	0.063898
635.994443	2.107123	0.064062
637.047990	2.107076	0.064228
638.101519	2.107068	0.064378
639.155058	2.107041	0.064536
640.208560	2.107034	0.064716
641.262092	2.107047	0.064888
642.315607	2.107033	0.065046
643.369125	2.107022	0.065218
644.422629	2.107019	0.065390
645.476144	2.106996	0.065560
646.529625	2.106980	0.065734
647.583124	2.106997	0.065900
648.636622	2.107000	0.066068
649.690124	2.106982	0.066236
650.743604	2.106952	0.066396
651.797076	2.106928	0.066568
652.850532	2.106935	0.066740
653.904011	2.106931	0.066914
654.957463	2.106916	0.067090
656.010927	2.106920	0.067254
657.064383	2.106908	0.067426
658.117835	2.106910	0.067602
659.171293	2.106906	0.067770
660.224741	2.106858	0.067942
661.278151	2.106837	0.068118
662.331578	2.106835	0.068288
663.384986	2.106845	0.068444
664.438423	2.106852	0.068614
665.491838	2.106834	0.068800
666.545257	2.106822	0.068978
667.598660	2.106802	0.069156
668.652059	2.106787	0.069334
669.705447	2.106779	0.069506
670.758838	2.106759	0.069676
671.812206	2.106755	0.069852
672.865593	2.106758	0.070026
673.918964	2.106745	0.070188
674.972338	2.106740	0.070364
676.025704	2.106748	0.070544
677.079086	2.106752	0.070716
678.132456	2.106752	0.070896
679.185838	2.106737	0.071080
680.239193	2.106719	0.071258
681.292557	2.106699	0.071434
682.345892	2.106684	0.071616
683.399241	2.106690	0.071786
684.452582	2.106680	0.071952
685.505921	2.106655	0.072138
686.559237	2.106643	0.072326
687.612564	2.106644	0.072508
688.665881	2.106632	0.072690
689.719196	2.106602	0.072860
690.772483	2.106589	0.073038
691.825785	2.106598	0.073226
692.879081	2.106595	0.073414
693.932380	2.106592	0.073596
694.985673	2.106584	0.073766
696.038964	2.106553	0.073952
697.092226	2.106546	0.074132
698.145510	2.106549	0.074316
699.198775	2.106530	0.074506
700.252040	2.106508	0.074692
701.305283	2.106506	0.074878
702.358546	2.106513	0.075056
703.411796	2.106487	0.075232
704.465033	2.106487	0.075418
705.518283	2.106515	0.075602
706.571548	2.106483	0.075788
707.624766	2.106468	0.075980
708.678016	2.106476	0.076160
709.731242	2.106450	0.076332
710.784466	2.106425	0.076520
711.837667	2.106426	0.076726
712.890892	2.106441	0.076912
713.944108	2.106434	0.077092
714.997326	2.106434	0.077260
716.050542	2.106400	0.077452
717.103726	2.106371	0.077668
718.156913	2.106390	0.077858
719.210116	2.106386	0.078044
720.263299	2.106372	0.078222
721.316488	2.106356	0.078408
722.369655	2.106347	0.078594
723.422835	2.106339	0.078782
724.475994	2.106331	0.078976
725.529166	2.106318	0.079156
726.582312	2.106316	0.079336
727.635482	2.106335	0.079532
728.688647	2.106300	0.079726
729.741782	2.106280	0.079916
730.794927	2.106283	0.080102
731.848065	2.106263	0.080282
732.901190	2.106254	0.080468
733.954319	2.106226	0.080654
735.007416	2.106242	0.080844
736.060561	2.106239	0.081034
737.113655	2.106195	0.081210
738.166756	2.106221	0.081396
739.219876	2.106241	0.081580
740.272997	2.106237	0.081766
741.326113	2.106260	0.081970
742.379257	2.106216	0.082158
743.432329	2.106185	0.082342
744.485442	2.106192	0.082548
745.538521	2.106179	0.082730
746.591621	2.106204	0.082910
747.644725	2.106193	0.083106
748.697814	2.106152	0.083288
749.750877	2.106121	0.083474
750.803935	2.106145	0.083678
751.857022	2.106182	0.083880
752.910117	2.106131	0.084070
753.963153	2.106103	0.084262
755.016220	2.106142	0.084468
756.069295	2.106119	0.084666
757.122339	2.106041	0.084862
758.175336	2.106081	0.085056
759.228420	2.106138	0.085248
760.281474	2.106079	0.085448
761.334499	2.106030	0.085642
762.387504	2.106034	0.085844
763.440533	2.106046	0.086050
764.493550	2.106058	0.086256
765.546591	2.106002	0.086450
766.599552	2.105977	0.086636
767.652568	2.106031	0.086788
768.705583	2.106056	0.086982
769.758624	2.106045	0.087224
770.811628	2.106019	0.087432
771.864643	2.105992	0.087646
772.917620	2.105977	0.087844
773.970620	2.105963	0.088036
775.023583	2.105948	0.088246
776.076568	2.105967	0.088456
777.129550	2.105960	0.088660
778.182528	2.105965	0.088872
779.235515	2.105960	0.089086
780.288488	2.105930	0.089284
781.341445	2.105921	0.089482
782.394409	2.105915	0.089694
783.447360	2.105921	0.089900
784.500330	2.105931	0.090108
785.553291	2.105931	0.090314
786.606261	2.105934	0.090522
787.659225	2.105921	0.090734
788.712182	2.105898	0.090936
789.765123	2.105893	0.091138
790.818075	2.105895	0.091350
791.871018	2.105888	0.091564
792.923963	2.105867	0.091778
793.976885	2.105857	0.091978
795.029820	2.105865	0.092180
796.082750	2.105869	0.092392
797.135689	2.105852	0.092606
798.188602	2.105835	0.092812
799.241524	2.105836	0.093020
800.294438	2.105845	0.093236
801.347369	2.105821	0.093454
802.400259	2.105810	0.093666
803.453179	2.105823	0.093870
804.506082	2.105813	0.094096
805.558992	2.105801	0.094316
806.611883	2.105780	0.094526
807.664772	2.105771	0.094736
808.717654	2.105773	0.094940
809.770545	2.105767	0.095154
810.823421	2.105762	0.095370
811.876307	2.105743	0.095590
812.929164	2.105725	0.095792
813.982032	2.105731	0.096004
815.034895	2.105745	0.096222
816.087777	2.105737	0.096438
817.140632	2.105732	0.096652
818.193509	2.105722	0.096870
819.246354	2.105702	0.097104
820.299211	2.105724	0.097314
821.352078	2.105741	0.097520
822.404952	2.105696	0.097748
823.457774	2.105662	0.097972
824.510614	2.105672	0.098180
825.563446	2.105677	0.098400
826.616291	2.105667	0.098630
827.669113	2.105673	0.098850
828.721964	2.105677	0.099072
829.774790	2.105655	0.099296
830.827619	2.105635	0.099514
831.880425	2.105636	0.099730
832.933255	2.105651	0.099954
833.986076	2.105642	0.100180
835.038897	2.105625	0.100398
836.091701	2.105622	0.100626
837.144519	2.105606	0.100850
838.197307	2.105610	0.101070
839.250129	2.105630	0.101306
840.302937	2.105621	0.101538
841.355750	2.105614	0.101768
842.408551	2.105604	0.102002
843.461354	2.105571	0.102228
844.514122	2.105559	0.102448
845.566913	2.105574	0.102674
846.619696	2.105575	0.102908
847.672488	2.105563	0.103136
848.725259	2.105557	0.103362
849.778045	2.105544	0.103606
850.830803	2.105539	0.103842
851.883584	2.105547	0.104072
852.936350	2.105545	0.104304
853.989129	2.105518	0.104534
855.041868	2.105504	0.104780
856.094633	2.105532	0.105022
857.147400	2.105538	0.105256
858.200171	2.105508	0.105498
859.252908	2.105486	0.105748
860.305657	2.105486	0.105978
861.358394	2.105482	0.106200
862.411139	2.105476	0.106442
863.463870	2.105479	0.106684
864.516618	2.105478	0.106932
865.569348	2.105458	0.107180
866.622076	2.105460	0.107424
867.674808	2.105476	0.107672
868.727552	2.105463	0.107912
869.780271	2.105458	0.108134
870.833010	2.105463	0.108368
871.885734	2.105449	0.108612
872.938459	2.105447	0.108846
873.991181	2.105450	0.109078
875.043909	2.105424	0.109330
876.096605	2.105404	0.109566
877.149313	2.105453	0.109786
878.202058	2.105434	0.110028
879.254747	2.105386	0.110266
880.307444	2.105409	0.110492
881.360156	2.105421	0.110736
882.412865	2.105432	0.110978
883.465588	2.105402	0.111228
884.518267	2.105382	0.111478
885.570970	2.105383	0.111728
886.623650	2.105365	0.111976
887.676335	2.105358	0.112214
888.729008	2.105378	0.112456
889.781713	2.105385	0.112702
890.834393	2.105354	0.112962
891.887067	2.105334	0.113230
892.939727	2.105346	0.113486
893.992413	2.105358	0.113734
895.045085	2.105360	0.113978
896.097773	2.105349	0.114234
897.150434	2.105342	0.114492
898.203115	2.105284	0.114734
899.255718	2.105293	0.114988
900.308408	2.105299	0.115252
901.361017	2.105254	0.115522
902.413662	2.105272	0.115780
903.466289	2.105270	0.116022
904.518932	2.105276	0.116268
905.571565	2.105297	0.116538
906.624229	2.105304	0.116814
907.676869	2.105298	0.117062
908.729527	2.105282	0.117326
909.782151	2.105262	0.117590
910.834789	2.105262	0.117854
911.887413	2.105258	0.118130
912.940047	2.105256	0.118402
913.992669	2.105252	0.118670
915.045299	2.105240	0.118930
916.097909	2.105235	0.119194
917.150534	2.105215	0.119448
918.203124	2.105183	0.119716
919.255717	2.105176	0.119990
920.308300	2.105178	0.120260
921.360895	2.105180	0.120526
922.413480	2.105190	0.120788
923.466085	2.105191	0.121066
924.518671	2.105183	0.121334
925.571268	2.105171	0.121604
926.623842	2.105166	0.121876
927.676434	2.105154	0.122152
928.728996	2.105146	0.122424
929.781580	2.105153	0.122696
930.834149	2.105138	0.122978
931.886718	2.105117	0.123244
932.939266	2.105120	0.123496
933.991838	2.105118	0.123768
935.044384	2.105134	0.124040
936.096972	2.105146	0.124320
937.149530	2.105124	0.124604
938.202096	2.105090	0.124876
939.254620	2.105066	0.125156
940.307162	2.105075	0.125428
941.359695	2.105069	0.125714
942.412231	2.105058	0.126002
943.464753	2.105067	0.126286
944.517298	2.105059	0.126572
945.569812	2.105057	0.126856
946.622355	2.105059	0.127138
947.674871	2.105045	0.127402
948.727400	2.105041	0.127684
949.779912	2.105051	0.127968
950.832451	2.105041	0.128250
951.884953	2.105036	0.128518
952.937487	2.105044	0.128814
953.989997	2.105041	0.129118
955.042528	2.105099	0.129408
956.095096	2.105026	0.129680
957.147554	2.104945	0.129944
958.200041	2.104989	0.130242
959.252543	2.105009	0.130530
960.305050	2.105026	0.130824
961.357569	2.105003	0.131106
962.410053	2.104985	0.131382
963.462554	2.104985	0.131688
964.515038	2.104987	0.131988
965.567541	2.104996	0.132282
966.620034	2.104990	0.132580
967.672531	2.104955	0.132870
968.724989	2.104951	0.133154
969.777482	2.104958	0.133464
970.829947	2.104947	0.133770
971.882429	2.104945	0.134054
972.934892	2.104940	0.134352
973.987369	2.104931	0.134654
975.039823	2.104926	0.134958
976.092295	2.104909	0.135266
977.144732	2.104900	0.135568
